datetime,Minimum Temperature,Maximum Temperature,Temperature,Dew Point,Relative Humidity,Wind Speed,Wind Direction,Precipitation,Precipitation Cover,Snow Depth,Visibility,Cloud Cover,Sea Level Pressure,Conditions
2020-05-16T00:00:00,62.8,62.8,62.8,57.1,81.63,4.1,108.0,0.0,,0.0,9.9,23.1,1013.1,Clear
2020-05-16T01:00:00,62.7,62.7,62.7,57.8,83.99,6.7,104.0,0.0,,0.0,9.9,45.6,1012.9,Partially cloudy
2020-05-16T02:00:00,62.5,62.5,62.5,59.1,88.6,5.5,93.0,0.0,,0.0,9.9,37.0,1012.2,Partially cloudy
2020-05-16T03:00:00,61.3,61.3,61.3,57.8,88.22,3.5,129.0,0.0,,0.0,9.9,48.1,1011.9,Partially cloudy
2020-05-16T04:00:00,61.3,61.3,61.3,58.5,90.5,3.6,106.0,0.0,,0.0,9.9,59.0,1011.2,Partially cloudy
2020-05-16T05:00:00,61.4,61.4,61.4,58.4,89.99,2.3,71.0,0.0,,0.0,9.9,46.1,1012.1,Partially cloudy
2020-05-16T06:00:00,61.3,61.3,61.3,59.1,92.5,2.6,58.0,0.0,,0.0,9.9,46.1,1011.6,Partially cloudy
2020-05-16T07:00:00,60.8,60.8,60.8,58.9,93.58,0.5,359.0,0.0,,0.0,8.8,68.8,1012.2,Partially cloudy
2020-05-16T08:00:00,62.4,62.4,62.4,60.3,92.89,3.1,35.0,0.0,,0.0,9.9,52.2,1012.3,Partially cloudy
2020-05-16T09:00:00,64.3,64.3,64.3,60.9,88.9,4.9,102.0,0.0,,0.0,9.9,53.8,1012.3,Partially cloudy
2020-05-16T10:00:00,65.3,65.3,65.3,60.4,84.08,4.7,115.0,0.0,,0.0,9.9,55.7,1012.6,Partially cloudy
2020-05-16T11:00:00,66.7,66.7,66.7,60.4,80.13,4.9,106.0,0.0,,0.0,9.9,61.1,1012.5,Partially cloudy
2020-05-16T12:00:00,69.6,69.6,69.6,60.9,73.78,5.5,94.0,0.0,,0.0,9.9,38.3,1012.0,Partially cloudy
2020-05-16T13:00:00,71.4,71.4,71.4,60.4,68.21,6.2,106.0,0.0,,0.0,9.9,40.3,1011.5,Partially cloudy
2020-05-16T14:00:00,72.8,72.8,72.8,60.4,65.06,4.9,143.0,0.0,,0.0,9.9,35.9,1011.1,Partially cloudy
2020-05-16T15:00:00,72.8,72.8,72.8,59.8,63.77,5.2,124.0,0.0,,0.0,9.9,53.9,1011.1,Partially cloudy
2020-05-16T16:00:00,74.6,74.6,74.6,59.8,59.98,5.3,108.0,0.0,,0.0,9.9,14.3,1010.4,Clear
2020-05-16T17:00:00,73.7,73.7,73.7,59.1,60.28,4.2,130.0,0.0,,0.0,9.9,40.9,1009.9,Partially cloudy
2020-05-16T18:00:00,72.2,72.2,72.2,59.8,65.16,5.0,237.0,0.0,,0.0,9.9,71.8,1010.0,Partially cloudy
2020-05-16T19:00:00,68.1,68.1,68.1,62.3,81.62,4.9,238.0,0.0,,0.0,9.9,68.8,1010.1,Partially cloudy
2020-05-16T20:00:00,68.1,68.1,68.1,62.8,83.23,2.9,274.0,0.0,,0.0,9.9,55.6,1010.1,Partially cloudy
2020-05-16T21:00:00,64.5,64.5,64.5,61.6,90.5,0.5,0.0,0.0,,0.0,9.9,12.9,1010.7,Clear
2020-05-16T22:00:00,61.7,61.7,61.7,59.7,93.43,0.6,0.0,0.0,,0.0,6.8,25.7,1010.7,Partially cloudy
2020-05-16T23:00:00,60.3,60.3,60.3,59.0,95.35,3.9,341.0,0.0,,0.0,9.9,22.6,1011.2,Clear
