datetime,Minimum Temperature,Maximum Temperature,Temperature,Dew Point,Relative Humidity,Wind Speed,Wind Direction,Precipitation,Precipitation Cover,Snow Depth,Visibility,Cloud Cover,Sea Level Pressure,Conditions
2021-03-01T00:00:00,22.8,22.8,22.8,18.9,84.89,4.2,233.0,0.0,,0.0,9.9,0.0,1025.0,Clear
2021-03-01T01:00:00,22.7,22.7,22.7,19.7,88.26,3.3,240.0,0.0,,0.0,9.9,0.0,1024.8,Clear
2021-03-01T02:00:00,21.5,21.5,21.5,17.6,84.74,1.6,317.0,0.0,,0.0,9.9,0.0,1025.2,Clear
2021-03-01T03:00:00,23.3,23.3,23.3,19.2,84.21,1.8,339.0,0.0,,0.0,9.9,0.0,1025.3,Clear
2021-03-01T04:00:00,26.8,26.8,26.8,20.7,77.36,4.3,266.0,0.0,,0.0,9.9,0.0,1025.5,Clear
2021-03-01T05:00:00,29.5,29.5,29.5,20.6,69.09,4.8,246.0,0.0,,0.0,9.9,0.0,1025.9,Clear
2021-03-01T06:00:00,32.6,32.6,32.6,20.2,59.79,3.7,223.0,0.0,,0.0,9.9,0.0,1026.3,Clear
2021-03-01T07:00:00,35.5,35.5,35.5,18.6,49.86,4.8,252.0,0.0,,0.0,9.9,0.0,1026.7,Clear
2021-03-01T08:00:00,39.3,39.3,39.3,21.1,47.75,5.5,265.0,0.0,,0.0,9.9,0.0,1026.9,Clear
2021-03-01T09:00:00,42.8,42.8,42.8,24.3,47.7,5.5,272.0,0.0,,0.0,9.9,0.0,1027.2,Clear
2021-03-01T10:00:00,46.6,46.6,46.6,24.3,41.39,6.6,318.0,0.0,,0.0,9.9,0.0,1027.5,Clear
2021-03-01T11:00:00,49.9,49.9,49.9,22.9,34.49,5.3,346.0,0.0,,0.0,9.9,0.0,1027.7,Clear
2021-03-01T12:00:00,51.7,51.7,51.7,22.4,31.48,5.8,336.0,0.0,,0.0,9.9,0.0,1027.6,Clear
2021-03-01T13:00:00,51.0,51.0,51.0,20.4,29.75,5.2,358.0,0.0,,0.0,9.9,0.0,1027.4,Clear
2021-03-01T14:00:00,48.3,48.3,48.3,20.8,33.31,4.6,346.0,0.0,,0.0,9.9,0.0,1027.1,Clear
2021-03-01T15:00:00,45.0,45.0,45.0,20.8,37.89,3.9,344.0,0.0,,0.0,9.9,0.0,1027.3,Clear
2021-03-01T16:00:00,43.8,43.8,43.8,20.4,38.85,4.3,19.0,0.0,,0.0,9.9,0.0,1027.5,Clear
2021-03-01T17:00:00,43.3,43.3,43.3,21.9,42.33,4.5,347.0,0.0,,0.0,9.9,0.0,1027.1,Clear
2021-03-01T18:00:00,40.6,40.6,40.6,21.6,46.36,2.8,10.0,0.0,,0.0,9.9,0.0,1027.4,Clear
2021-03-01T19:00:00,35.2,35.2,35.2,20.3,54.15,2.5,21.0,0.0,,0.0,9.9,0.0,1027.5,Clear
2021-03-01T20:00:00,33.8,33.8,33.8,21.5,60.34,2.8,29.0,0.0,,0.0,9.9,0.0,1027.5,Clear
2021-03-01T21:00:00,31.1,31.1,31.1,21.3,66.78,1.9,52.0,0.0,,0.0,9.9,0.0,1027.5,Clear
2021-03-01T22:00:00,29.7,29.7,29.7,22.1,72.86,2.3,53.0,0.0,,0.0,9.9,0.0,1027.1,Clear
2021-03-01T23:00:00,28.1,28.1,28.1,21.4,75.75,2.4,69.0,0.0,,0.0,9.9,0.0,1026.9,Clear
2021-03-02T00:00:00,27.0,27.0,27.0,21.4,79.31,2.7,48.0,0.0,,0.0,9.9,0.0,1026.0,Clear
2021-03-02T01:00:00,27.6,27.6,27.6,22.3,79.97,2.5,66.0,0.0,,0.0,9.9,0.0,1025.6,Clear
2021-03-02T02:00:00,28.4,28.4,28.4,21.4,74.55,2.5,88.0,0.0,,0.0,9.9,0.0,1025.3,Clear
2021-03-02T03:00:00,29.9,29.9,29.9,22.1,72.48,2.6,88.0,0.0,,0.0,9.9,0.0,1024.8,Clear
2021-03-02T04:00:00,33.7,33.7,33.7,23.3,65.17,3.6,105.0,0.0,,0.0,9.9,0.0,1024.1,Clear
2021-03-02T05:00:00,39.0,39.0,39.0,21.7,49.35,6.6,359.0,0.0,,0.0,9.9,0.0,1023.5,Clear
2021-03-02T06:00:00,42.6,42.6,42.6,22.2,43.9,8.3,9.0,0.0,,0.0,9.9,0.0,1022.7,Clear
2021-03-02T07:00:00,,,,,,,,0.0,,,,,,
2021-03-02T08:00:00,46.0,46.0,46.0,22.1,38.53,8.0,254.0,0.0,,0.0,9.9,0.0,1021.7,Clear
2021-03-02T09:00:00,51.0,51.0,51.0,23.7,34.04,10.7,309.0,0.0,,0.0,9.9,0.0,1021.0,Clear
2021-03-02T10:00:00,57.2,57.2,57.2,22.2,25.59,12.5,211.0,0.0,,0.0,9.9,0.0,1020.0,Clear
2021-03-02T11:00:00,60.3,60.3,60.3,21.3,22.0,14.9,218.0,0.0,,0.0,9.9,0.0,1019.0,Clear
2021-03-02T12:00:00,61.8,61.8,61.8,20.1,19.88,14.6,216.0,0.0,,0.0,9.9,0.0,1018.0,Clear
2021-03-02T13:00:00,61.3,61.3,61.3,19.8,19.96,12.9,221.0,0.0,,0.0,9.9,0.0,1016.9,Clear
2021-03-02T14:00:00,57.9,57.9,57.9,18.6,21.41,12.9,222.0,0.0,,0.0,9.9,0.0,1016.1,Clear
2021-03-02T15:00:00,56.3,56.3,56.3,19.2,23.29,12.6,220.0,0.0,,0.0,9.9,0.0,1015.4,Clear
2021-03-02T16:00:00,56.3,56.3,56.3,18.7,22.74,11.9,225.0,0.0,,0.0,9.9,0.0,1015.1,Clear
2021-03-02T17:00:00,55.8,55.8,55.8,18.6,23.07,10.8,226.0,0.0,,0.0,9.9,0.0,1014.6,Clear
2021-03-02T18:00:00,54.6,54.6,54.6,19.0,24.53,9.4,212.0,0.0,,0.0,9.9,0.0,1014.5,Clear
2021-03-02T19:00:00,50.3,50.3,50.3,19.4,29.22,7.6,207.0,0.0,,0.0,9.9,0.0,1014.5,Clear
2021-03-02T20:00:00,48.1,48.1,48.1,20.0,32.51,8.7,206.0,0.0,,0.0,9.9,0.0,1014.5,Clear
2021-03-02T21:00:00,45.4,45.4,45.4,20.6,36.84,7.9,210.0,0.0,,0.0,9.9,0.0,1014.5,Clear
2021-03-02T22:00:00,43.5,43.5,43.5,20.1,38.97,6.4,213.0,0.0,,0.0,9.9,0.0,1014.6,Clear
2021-03-02T23:00:00,41.7,41.7,41.7,20.7,42.83,7.2,212.0,0.0,,0.0,9.9,0.0,1014.4,Clear
2021-03-03T00:00:00,41.9,41.9,41.9,21.8,44.38,6.8,232.0,0.0,,0.0,9.9,0.0,1014.4,Clear
2021-03-03T01:00:00,39.7,39.7,39.7,21.3,47.55,5.7,222.0,0.0,,0.0,9.9,0.0,1014.6,Clear
2021-03-03T02:00:00,36.7,36.7,36.7,21.2,53.04,4.2,226.0,0.0,,0.0,9.9,0.0,1014.8,Clear
2021-03-03T03:00:00,35.6,35.6,35.6,21.1,55.24,0.9,351.0,0.0,,0.0,9.9,0.0,1015.2,Clear
2021-03-03T04:00:00,38.3,38.3,38.3,21.8,51.11,2.1,302.0,0.0,,0.0,9.9,0.0,1015.2,Clear
2021-03-03T05:00:00,42.0,42.0,42.0,22.2,44.93,4.4,13.0,0.0,,0.0,9.9,0.0,1015.4,Clear
2021-03-03T06:00:00,43.1,43.1,43.1,21.3,41.67,3.1,66.0,0.0,,0.0,9.9,0.0,1015.8,Clear
2021-03-03T07:00:00,45.6,45.6,45.6,21.0,37.25,1.9,353.0,0.0,,0.0,9.9,0.0,1016.1,Clear
2021-03-03T08:00:00,,,,,,,,0.0,,,,,,
2021-03-03T09:00:00,56.6,56.6,56.6,25.6,30.15,4.8,214.0,0.0,,0.0,9.9,0.0,1016.1,Clear
2021-03-03T10:00:00,60.7,60.7,60.7,24.6,25.01,5.8,231.0,0.0,,0.0,9.9,0.0,1016.1,Clear
2021-03-03T11:00:00,64.6,64.6,64.6,23.8,21.07,4.7,296.0,0.0,,0.0,9.9,0.0,1016.1,Clear
2021-03-03T12:00:00,66.9,66.9,66.9,23.5,19.21,4.2,294.0,0.0,,0.0,9.9,0.0,1015.7,Clear
2021-03-03T13:00:00,66.0,66.0,66.0,23.6,19.91,5.6,204.0,0.0,,0.0,9.9,0.0,1015.7,Clear
2021-03-03T14:00:00,64.4,64.4,64.4,24.1,21.49,5.8,180.0,0.0,,0.0,9.9,0.0,1015.5,Clear
2021-03-03T15:00:00,63.0,63.0,63.0,23.0,21.56,5.7,195.0,0.0,,0.0,9.9,0.0,1015.5,Clear
2021-03-03T16:00:00,60.1,60.1,60.1,21.8,22.66,4.5,178.0,0.0,,0.0,9.9,0.0,1015.7,Clear
2021-03-03T17:00:00,58.9,58.9,58.9,22.0,23.88,3.1,294.0,0.0,,0.0,9.9,0.0,1015.7,Clear
2021-03-03T18:00:00,54.9,54.9,54.9,21.7,27.2,3.9,208.0,0.0,,0.0,9.9,0.0,1016.2,Clear
2021-03-03T19:00:00,49.1,49.1,49.1,22.5,34.84,2.9,293.0,0.0,,0.0,9.9,0.0,1016.8,Clear
2021-03-03T20:00:00,45.6,45.6,45.6,22.0,38.95,3.2,156.0,0.0,,0.0,9.9,0.0,1017.1,Clear
2021-03-03T21:00:00,39.9,39.9,39.9,23.6,51.87,1.8,40.0,0.0,,0.0,9.9,0.0,1017.6,Clear
2021-03-03T22:00:00,37.0,37.0,37.0,23.5,57.61,0.4,0.0,0.0,,0.0,9.9,0.0,1018.2,Clear
2021-03-03T23:00:00,36.2,36.2,36.2,23.8,60.49,1.8,75.0,0.0,,0.0,9.9,0.0,1018.3,Clear
2021-03-04T00:00:00,35.0,35.0,35.0,23.3,62.05,2.4,63.0,0.0,,0.0,9.9,0.0,1018.5,Clear
2021-03-04T01:00:00,32.8,32.8,32.8,22.4,65.14,1.2,65.0,0.0,,0.0,9.9,0.0,1018.8,Clear
2021-03-04T02:00:00,31.4,31.4,31.4,22.6,69.67,1.6,65.0,0.0,,0.0,9.9,0.0,1019.3,Clear
2021-03-04T03:00:00,33.2,33.2,33.2,23.5,67.17,0.3,0.0,0.0,,0.0,9.9,0.0,1019.1,Clear
2021-03-04T04:00:00,37.3,37.3,37.3,24.4,59.36,1.5,75.0,0.0,,0.0,9.9,0.0,1018.9,Clear
2021-03-04T05:00:00,43.1,43.1,43.1,26.2,51.14,1.2,3.0,0.0,,0.0,9.9,0.0,1019.1,Clear
2021-03-04T06:00:00,,,,,,,,0.0,,,,,,
2021-03-04T07:00:00,,,,,,,,0.0,,,,,,
2021-03-04T08:00:00,,,,,,,,0.0,,,,,,
2021-03-04T09:00:00,58.1,58.1,58.1,28.4,32.02,6.6,109.0,0.0,,0.0,9.9,0.0,1018.5,Clear
2021-03-04T10:00:00,62.7,62.7,62.7,30.7,29.81,6.6,102.0,0.0,,0.0,9.9,0.0,1018.3,Clear
2021-03-04T11:00:00,67.5,67.5,67.5,31.9,26.54,7.6,173.0,0.0,,0.0,9.9,0.0,1017.9,Clear
2021-03-04T12:00:00,68.5,68.5,68.5,31.4,25.09,7.5,152.0,0.0,,0.0,9.9,0.0,1017.5,Clear
2021-03-04T13:00:00,67.8,67.8,67.8,28.5,22.87,9.7,140.0,0.0,,0.0,9.9,1.4,1016.9,Clear
2021-03-04T14:00:00,65.9,65.9,65.9,28.0,23.88,8.0,153.0,0.0,,0.0,9.9,4.2,1016.5,Clear
2021-03-04T15:00:00,63.8,63.8,63.8,28.9,26.71,6.5,140.0,0.0,,0.0,9.9,4.6,1016.5,Clear
2021-03-04T16:00:00,63.7,63.7,63.7,29.5,27.51,7.1,141.0,0.0,,0.0,8.3,4.6,1016.6,Clear
2021-03-04T17:00:00,60.1,60.1,60.1,28.3,29.74,5.0,111.0,0.0,,0.0,8.6,4.6,1016.9,Clear
2021-03-04T18:00:00,59.4,59.4,59.4,28.5,30.68,6.5,96.0,0.0,,0.0,9.9,5.7,1016.9,Clear
2021-03-04T19:00:00,56.9,56.9,56.9,29.7,35.34,7.3,88.0,0.0,,0.0,9.9,3.8,1017.5,Clear
2021-03-04T20:00:00,54.4,54.4,54.4,30.3,39.6,7.2,55.0,0.0,,0.0,9.9,8.4,1017.7,Clear
2021-03-04T21:00:00,53.2,53.2,53.2,30.6,41.79,7.5,60.0,0.0,,0.0,8.2,4.6,1018.6,Clear
2021-03-04T22:00:00,50.3,50.3,50.3,32.2,49.67,8.4,71.0,0.0,,0.0,8.5,8.4,1019.1,Clear
2021-03-04T23:00:00,50.5,50.5,50.5,32.6,50.1,8.9,78.0,0.0,,0.0,9.9,8.4,1019.4,Clear
2021-03-05T00:00:00,49.6,49.6,49.6,32.4,51.47,10.7,71.0,0.0,,0.0,9.9,4.2,1019.7,Clear
2021-03-05T01:00:00,47.4,47.4,47.4,32.1,55.31,11.1,74.0,0.0,,0.0,9.9,3.8,1020.0,Clear
2021-03-05T02:00:00,45.5,45.5,45.5,31.7,58.38,10.8,76.0,0.0,,0.0,9.9,8.4,1020.6,Clear
2021-03-05T03:00:00,44.7,44.7,44.7,32.6,62.34,8.9,72.0,0.0,,0.0,9.9,10.8,1021.0,Clear
2021-03-05T04:00:00,44.7,44.7,44.7,32.3,61.58,8.4,76.0,0.0,,0.0,9.9,23.2,1021.5,Clear
2021-03-05T05:00:00,44.8,44.8,44.8,32.7,62.19,9.3,63.0,0.0,,0.0,9.9,5.1,1022.3,Clear
2021-03-05T06:00:00,45.6,45.6,45.6,32.1,58.99,6.8,42.0,0.0,,0.0,9.9,9.5,1023.1,Clear
2021-03-05T07:00:00,45.7,45.7,45.7,32.1,58.89,7.2,69.0,0.0,,0.0,9.9,9.5,1023.6,Clear
2021-03-05T08:00:00,48.4,48.4,48.4,32.4,53.72,6.4,63.0,0.0,,0.0,9.9,6.2,1024.0,Clear
2021-03-05T09:00:00,51.1,51.1,51.1,32.3,48.47,5.5,64.0,0.0,,0.0,9.9,20.2,1024.3,Clear
2021-03-05T10:00:00,53.9,53.9,53.9,32.9,44.73,6.4,93.0,0.0,,0.0,9.9,1.1,1024.5,Clear
2021-03-05T11:00:00,55.6,55.6,55.6,32.7,41.59,5.0,76.0,0.0,,0.0,9.7,10.3,1024.6,Clear
2021-03-05T12:00:00,56.9,56.9,56.9,32.6,39.64,4.9,84.0,0.0,,0.0,9.1,5.1,1024.7,Clear
2021-03-05T13:00:00,56.7,56.7,56.7,33.0,40.61,3.7,50.0,0.0,,0.0,9.6,0.0,1024.4,Clear
2021-03-05T14:00:00,54.7,54.7,54.7,33.1,43.8,3.4,80.0,0.0,,0.0,9.9,0.0,1024.1,Clear
2021-03-05T15:00:00,53.4,53.4,53.4,32.7,45.25,1.2,60.0,0.0,,0.0,9.9,0.0,1024.1,Clear
2021-03-05T16:00:00,52.4,52.4,52.4,32.2,45.93,2.2,77.0,0.0,,0.0,9.8,0.0,1024.1,Clear
2021-03-05T17:00:00,52.5,52.5,52.5,32.1,45.52,2.7,350.0,0.0,,0.0,9.1,0.0,1024.3,Clear
2021-03-05T18:00:00,50.1,50.1,50.1,31.9,49.4,3.6,91.0,0.0,,0.0,9.6,0.0,1024.4,Clear
2021-03-05T19:00:00,44.5,44.5,44.5,31.0,58.72,3.5,137.0,0.0,,0.0,9.9,0.0,1024.9,Clear
2021-03-05T20:00:00,40.4,40.4,40.4,29.6,65.22,2.5,65.0,0.0,,0.0,9.9,0.0,1025.1,Clear
2021-03-05T21:00:00,39.6,39.6,39.6,29.4,66.7,2.1,70.0,0.0,,0.0,9.9,0.0,1025.4,Clear
2021-03-05T22:00:00,39.0,39.0,39.0,29.5,68.49,2.6,359.0,0.0,,0.0,9.5,0.0,1025.4,Clear
2021-03-05T23:00:00,38.5,38.5,38.5,29.1,68.55,2.8,166.0,0.0,,0.0,8.3,0.0,1025.2,Clear
