AQI,weekday,speed,travel_time,Minimum Temperature,Maximum Temperature,Temperature,Dew Point,Relative Humidity,Precipitation,Snow Depth,Visibility,Cloud Cover,Sea Level Pressure,Conditions,Wx,Wy,Day sin,Day cos,Year sin,Year cos
39.0,6.0,18.503237179487158,495.4230769230769,93.0,93.0,93.0,74.5,55.12000000000029,0.0,0.0,9.900000000000054,24.89999999999986,1014.5,0.0,-3.8786672945516267,-4.964467747722325,-0.25881904509032144,-0.965925826292337,-0.37831265761038874,-0.925677877607413
