datetime,datetime_traffic,weekday,speed,travel_time,link_name
2021-07-23T00:00:00,2021-07-23T00:03:03,Friday,38.52,128,LINCOLN TUNNEL W NORTH TUBE NY - NJ
2021-07-23T00:00:00,2021-07-23T00:03:03,Friday,15.53,149,FDR N - TBB E 116TH STREET - MANHATTAN TRUSS
2021-07-23T00:00:00,2021-07-23T00:03:03,Friday,0.00,0,BBT W Toll Plaza - Manhattan Portal
2021-07-23T00:00:00,2021-07-23T00:03:03,Friday,36.66,194,BBT E Manhattan Portal - Toll Plaza
2021-07-23T00:00:00,2021-07-23T00:03:03,Friday,32.31,169,QMT E Manhattan Side - Toll Plaza
2021-07-23T00:00:00,2021-07-23T00:03:03,Friday,21.12,924,Westside Hwy N 57th St - GWB
2021-07-23T00:00:00,2021-07-23T00:03:04,Friday,31.68,75,TBB W - FDR S MANHATTAN TRUSS - E116TH STREET
2021-07-23T00:00:00,2021-07-23T00:03:04,Friday,38.52,187,BQE N Atlantic Ave - BKN Bridge Manhattan Side
2021-07-23T00:00:00,2021-07-23T00:03:04,Friday,14.29,664,BQE N Atlantic Ave - MAN Bridge Manhattan Side
2021-07-23T00:00:00,2021-07-23T00:03:04,Friday,49.08,405,Westside Hwy S GWB - 57th St
2021-07-23T00:00:00,2021-07-23T00:03:05,Friday,0.00,0,West St S Spring St - BBT Manhattan Portal outbound
2021-07-23T00:00:00,2021-07-23T00:03:08,Friday,29.82,186,LINCOLN TUNNEL E SOUTH TUBE - NJ - NY
2021-07-23T00:00:00,2021-07-23T00:03:08,Friday,29.20,188,LINCOLN TUNNEL E CENTER TUBE NJ - NY
2021-07-23T00:00:00,2021-07-23T00:03:08,Friday,0.00,0,LINCOLN TUNNEL W CENTER TUBE NY - NJ
2021-07-23T00:00:00,2021-07-23T00:03:08,Friday,37.90,193,GWB E LOWER LEVEL PLAZA - CBE E LOWER LEVEL AMSTERDAM AVE
2021-07-23T00:00:00,2021-07-23T00:03:11,Friday,1.86,1175,12th Ave S 57th St - 45th St
2021-07-23T00:00:00,2021-07-23T00:03:11,Friday,1.86,3296,12th ave @ 45th - 11 ave ganservoort st
2021-07-23T00:00:00,2021-07-23T00:03:11,Friday,0.00,0,11th ave s ganservoort - west st @ spring st
2021-07-23T00:00:00,2021-07-23T00:03:11,Friday,1.86,5273,FDR N Catherine Slip - 25th St
2021-07-23T00:00:00,2021-07-23T00:03:11,Friday,1.86,3541,FDR N 25th - 63rd St
2021-07-23T00:00:00,2021-07-23T00:03:11,Friday,13.67,498,FDR S 63rd - 25th St
2021-07-23T00:00:00,2021-07-23T00:03:11,Friday,13.67,742,FDR S 25th St - Catherine Slip
2021-07-23T00:00:00,2021-07-23T00:03:11,Friday,3.10,1518,11th ave n ganservoort - 12th ave @ 40th st
2021-07-23T00:00:00,2021-07-23T00:03:11,Friday,5.59,533,12th Ave N 40th - 57th St
2021-07-23T00:00:00,2021-07-23T00:03:11,Friday,13.67,192,FDR S Catherine Slip - BKN Bridge Manhattan Side
2021-07-23T00:00:00,2021-07-23T00:03:11,Friday,22.36,116,BKN Bridge Manhattan Side - FDR N Catherine Slip
2021-07-23T00:00:00,2021-07-23T00:08:03,Friday,40.38,124,LINCOLN TUNNEL W NORTH TUBE NY - NJ
2021-07-23T00:00:00,2021-07-23T00:08:03,Friday,19.26,1006,Westside Hwy N 57th St - GWB
2021-07-23T00:00:00,2021-07-23T00:08:04,Friday,19.26,124,FDR N - TBB E 116TH STREET - MANHATTAN TRUSS
2021-07-23T00:00:00,2021-07-23T00:08:04,Friday,37.28,65,TBB W - FDR S MANHATTAN TRUSS - E116TH STREET
2021-07-23T00:00:00,2021-07-23T00:08:04,Friday,0.00,0,BBT W Toll Plaza - Manhattan Portal
2021-07-23T00:00:00,2021-07-23T00:08:04,Friday,18.64,375,BBT E Manhattan Portal - Toll Plaza
2021-07-23T00:00:00,2021-07-23T00:08:04,Friday,36.03,152,QMT E Manhattan Side - Toll Plaza
2021-07-23T00:00:00,2021-07-23T00:08:04,Friday,37.90,190,BQE N Atlantic Ave - BKN Bridge Manhattan Side
2021-07-23T00:00:00,2021-07-23T00:08:04,Friday,22.99,416,BQE N Atlantic Ave - MAN Bridge Manhattan Side
2021-07-23T00:00:00,2021-07-23T00:08:04,Friday,47.84,411,Westside Hwy S GWB - 57th St
2021-07-23T00:00:00,2021-07-23T00:08:05,Friday,0.00,0,West St S Spring St - BBT Manhattan Portal outbound
2021-07-23T00:00:00,2021-07-23T00:08:07,Friday,32.31,171,LINCOLN TUNNEL E SOUTH TUBE - NJ - NY
2021-07-23T00:00:00,2021-07-23T00:08:07,Friday,27.96,198,LINCOLN TUNNEL E CENTER TUBE NJ - NY
2021-07-23T00:00:00,2021-07-23T00:08:07,Friday,0.00,0,LINCOLN TUNNEL W CENTER TUBE NY - NJ
2021-07-23T00:00:00,2021-07-23T00:08:07,Friday,43.49,169,GWB E LOWER LEVEL PLAZA - CBE E LOWER LEVEL AMSTERDAM AVE
2021-07-23T00:00:00,2021-07-23T00:08:11,Friday,1.86,1158,12th Ave S 57th St - 45th St
2021-07-23T00:00:00,2021-07-23T00:08:11,Friday,1.86,3246,12th ave @ 45th - 11 ave ganservoort st
2021-07-23T00:00:00,2021-07-23T00:08:11,Friday,0.00,0,11th ave s ganservoort - west st @ spring st
2021-07-23T00:00:00,2021-07-23T00:08:11,Friday,1.86,5194,FDR N Catherine Slip - 25th St
2021-07-23T00:00:00,2021-07-23T00:08:11,Friday,1.86,3488,FDR N 25th - 63rd St
2021-07-23T00:00:00,2021-07-23T00:08:11,Friday,10.56,628,FDR S 63rd - 25th St
2021-07-23T00:00:00,2021-07-23T00:08:11,Friday,10.56,935,FDR S 25th St - Catherine Slip
2021-07-23T00:00:00,2021-07-23T00:08:11,Friday,3.10,1522,11th ave n ganservoort - 12th ave @ 40th st
2021-07-23T00:00:00,2021-07-23T00:08:11,Friday,3.10,934,12th Ave N 40th - 57th St
2021-07-23T00:00:00,2021-07-23T00:08:11,Friday,10.56,242,FDR S Catherine Slip - BKN Bridge Manhattan Side
2021-07-23T00:00:00,2021-07-23T00:08:11,Friday,26.09,100,BKN Bridge Manhattan Side - FDR N Catherine Slip
2021-07-23T00:00:00,2021-07-23T00:13:03,Friday,40.38,123,LINCOLN TUNNEL W NORTH TUBE NY - NJ
2021-07-23T00:00:00,2021-07-23T00:13:03,Friday,13.67,171,FDR N - TBB E 116TH STREET - MANHATTAN TRUSS
2021-07-23T00:00:00,2021-07-23T00:13:03,Friday,0.00,0,BBT W Toll Plaza - Manhattan Portal
2021-07-23T00:00:00,2021-07-23T00:13:03,Friday,40.38,176,BBT E Manhattan Portal - Toll Plaza
2021-07-23T00:00:00,2021-07-23T00:13:03,Friday,34.79,156,QMT E Manhattan Side - Toll Plaza
2021-07-23T00:00:00,2021-07-23T00:13:03,Friday,25.47,780,Westside Hwy N 57th St - GWB
2021-07-23T00:00:00,2021-07-23T00:13:04,Friday,36.66,66,TBB W - FDR S MANHATTAN TRUSS - E116TH STREET
2021-07-23T00:00:00,2021-07-23T00:13:04,Friday,30.44,233,BQE N Atlantic Ave - BKN Bridge Manhattan Side
2021-07-23T00:00:00,2021-07-23T00:13:04,Friday,21.12,456,BQE N Atlantic Ave - MAN Bridge Manhattan Side
2021-07-23T00:00:00,2021-07-23T00:13:04,Friday,46.60,421,Westside Hwy S GWB - 57th St
2021-07-23T00:00:00,2021-07-23T00:13:05,Friday,0.00,0,West St S Spring St - BBT Manhattan Portal outbound
2021-07-23T00:00:00,2021-07-23T00:13:07,Friday,32.31,171,LINCOLN TUNNEL E SOUTH TUBE - NJ - NY
2021-07-23T00:00:00,2021-07-23T00:13:07,Friday,29.20,189,LINCOLN TUNNEL E CENTER TUBE NJ - NY
2021-07-23T00:00:00,2021-07-23T00:13:07,Friday,0.00,0,LINCOLN TUNNEL W CENTER TUBE NY - NJ
2021-07-23T00:00:00,2021-07-23T00:13:07,Friday,44.73,165,GWB E LOWER LEVEL PLAZA - CBE E LOWER LEVEL AMSTERDAM AVE
2021-07-23T00:00:00,2021-07-23T00:13:11,Friday,1.86,952,12th Ave S 57th St - 45th St
2021-07-23T00:00:00,2021-07-23T00:13:11,Friday,1.86,2670,12th ave @ 45th - 11 ave ganservoort st
2021-07-23T00:00:00,2021-07-23T00:13:11,Friday,0.00,0,11th ave s ganservoort - west st @ spring st
2021-07-23T00:00:00,2021-07-23T00:13:11,Friday,1.86,4271,FDR N Catherine Slip - 25th St
2021-07-23T00:00:00,2021-07-23T00:13:11,Friday,1.86,2869,FDR N 25th - 63rd St
2021-07-23T00:00:00,2021-07-23T00:13:11,Friday,21.74,312,FDR S 63rd - 25th St
2021-07-23T00:00:00,2021-07-23T00:13:11,Friday,21.74,465,FDR S 25th St - Catherine Slip
2021-07-23T00:00:00,2021-07-23T00:13:11,Friday,3.10,1669,11th ave n ganservoort - 12th ave @ 40th st
2021-07-23T00:00:00,2021-07-23T00:13:11,Friday,2.48,1208,12th Ave N 40th - 57th St
2021-07-23T00:00:00,2021-07-23T00:13:11,Friday,21.74,120,FDR S Catherine Slip - BKN Bridge Manhattan Side
2021-07-23T00:00:00,2021-07-23T00:13:11,Friday,20.50,124,BKN Bridge Manhattan Side - FDR N Catherine Slip
2021-07-23T00:00:00,2021-07-23T00:18:03,Friday,39.14,128,LINCOLN TUNNEL W NORTH TUBE NY - NJ
2021-07-23T00:00:00,2021-07-23T00:18:03,Friday,10.56,225,FDR N - TBB E 116TH STREET - MANHATTAN TRUSS
2021-07-23T00:00:00,2021-07-23T00:18:03,Friday,0.00,0,BBT W Toll Plaza - Manhattan Portal
2021-07-23T00:00:00,2021-07-23T00:18:03,Friday,39.76,179,BBT E Manhattan Portal - Toll Plaza
2021-07-23T00:00:00,2021-07-23T00:18:03,Friday,32.93,167,QMT E Manhattan Side - Toll Plaza
2021-07-23T00:00:00,2021-07-23T00:18:03,Friday,28.58,688,Westside Hwy N 57th St - GWB
2021-07-23T00:00:00,2021-07-23T00:18:04,Friday,27.96,85,TBB W - FDR S MANHATTAN TRUSS - E116TH STREET
2021-07-23T00:00:00,2021-07-23T00:18:04,Friday,0.00,0,West St S Spring St - BBT Manhattan Portal outbound
2021-07-23T00:00:00,2021-07-23T00:18:04,Friday,19.88,354,BQE N Atlantic Ave - BKN Bridge Manhattan Side
2021-07-23T00:00:00,2021-07-23T00:18:04,Friday,21.12,448,BQE N Atlantic Ave - MAN Bridge Manhattan Side
2021-07-23T00:00:00,2021-07-23T00:18:04,Friday,47.84,412,Westside Hwy S GWB - 57th St
2021-07-23T00:00:00,2021-07-23T00:18:08,Friday,26.71,208,LINCOLN TUNNEL E SOUTH TUBE - NJ - NY
2021-07-23T00:00:00,2021-07-23T00:18:08,Friday,29.20,189,LINCOLN TUNNEL E CENTER TUBE NJ - NY
2021-07-23T00:00:00,2021-07-23T00:18:08,Friday,0.00,0,LINCOLN TUNNEL W CENTER TUBE NY - NJ
2021-07-23T00:00:00,2021-07-23T00:18:08,Friday,36.66,201,GWB E LOWER LEVEL PLAZA - CBE E LOWER LEVEL AMSTERDAM AVE
2021-07-23T00:00:00,2021-07-23T00:18:11,Friday,11.80,216,FDR S Catherine Slip - BKN Bridge Manhattan Side
2021-07-23T00:00:00,2021-07-23T00:18:11,Friday,5.59,466,BKN Bridge Manhattan Side - FDR N Catherine Slip
2021-07-23T00:00:00,2021-07-23T00:18:11,Friday,2.48,856,12th Ave S 57th St - 45th St
2021-07-23T00:00:00,2021-07-23T00:18:11,Friday,2.48,2402,12th ave @ 45th - 11 ave ganservoort st
2021-07-23T00:00:00,2021-07-23T00:18:11,Friday,0.00,0,11th ave s ganservoort - west st @ spring st
2021-07-23T00:00:00,2021-07-23T00:18:11,Friday,2.48,3843,FDR N Catherine Slip - 25th St
2021-07-23T00:00:00,2021-07-23T00:18:11,Friday,2.48,2581,FDR N 25th - 63rd St
2021-07-23T00:00:00,2021-07-23T00:18:11,Friday,11.80,560,FDR S 63rd - 25th St
2021-07-23T00:00:00,2021-07-23T00:18:11,Friday,11.80,834,FDR S 25th St - Catherine Slip
2021-07-23T00:00:00,2021-07-23T00:18:11,Friday,3.10,1541,11th ave n ganservoort - 12th ave @ 40th st
2021-07-23T00:00:00,2021-07-23T00:18:11,Friday,2.48,1184,12th Ave N 40th - 57th St
2021-07-23T00:00:00,2021-07-23T00:23:04,Friday,39.14,126,LINCOLN TUNNEL W NORTH TUBE NY - NJ
2021-07-23T00:00:00,2021-07-23T00:23:04,Friday,16.15,144,FDR N - TBB E 116TH STREET - MANHATTAN TRUSS
2021-07-23T00:00:00,2021-07-23T00:23:04,Friday,37.90,63,TBB W - FDR S MANHATTAN TRUSS - E116TH STREET
2021-07-23T00:00:00,2021-07-23T00:23:04,Friday,0.00,0,BBT W Toll Plaza - Manhattan Portal
2021-07-23T00:00:00,2021-07-23T00:23:04,Friday,41.01,172,BBT E Manhattan Portal - Toll Plaza
2021-07-23T00:00:00,2021-07-23T00:23:04,Friday,28.58,191,QMT E Manhattan Side - Toll Plaza
2021-07-23T00:00:00,2021-07-23T00:23:04,Friday,15.53,448,BQE N Atlantic Ave - BKN Bridge Manhattan Side
2021-07-23T00:00:00,2021-07-23T00:23:04,Friday,7.45,1217,BQE N Atlantic Ave - MAN Bridge Manhattan Side
2021-07-23T00:00:00,2021-07-23T00:23:04,Friday,49.08,405,Westside Hwy S GWB - 57th St
2021-07-23T00:00:00,2021-07-23T00:23:04,Friday,22.36,873,Westside Hwy N 57th St - GWB
2021-07-23T00:00:00,2021-07-23T00:23:05,Friday,0.00,0,West St S Spring St - BBT Manhattan Portal outbound
2021-07-23T00:00:00,2021-07-23T00:23:08,Friday,0.00,0,LINCOLN TUNNEL W CENTER TUBE NY - NJ
2021-07-23T00:00:00,2021-07-23T00:23:08,Friday,27.96,195,LINCOLN TUNNEL E SOUTH TUBE - NJ - NY
2021-07-23T00:00:00,2021-07-23T00:23:08,Friday,29.20,190,LINCOLN TUNNEL E CENTER TUBE NJ - NY
2021-07-23T00:00:00,2021-07-23T00:23:08,Friday,32.93,224,GWB E LOWER LEVEL PLAZA - CBE E LOWER LEVEL AMSTERDAM AVE
2021-07-23T00:00:00,2021-07-23T00:23:11,Friday,1.86,1061,12th Ave S 57th St - 45th St
2021-07-23T00:00:00,2021-07-23T00:23:11,Friday,1.86,2975,12th ave @ 45th - 11 ave ganservoort st
2021-07-23T00:00:00,2021-07-23T00:23:11,Friday,0.00,0,11th ave s ganservoort - west st @ spring st
2021-07-23T00:00:00,2021-07-23T00:23:11,Friday,1.86,4759,FDR N Catherine Slip - 25th St
2021-07-23T00:00:00,2021-07-23T00:23:11,Friday,1.86,3196,FDR N 25th - 63rd St
2021-07-23T00:00:00,2021-07-23T00:23:11,Friday,9.94,693,FDR S 63rd - 25th St
2021-07-23T00:00:00,2021-07-23T00:23:11,Friday,9.94,1032,FDR S 25th St - Catherine Slip
2021-07-23T00:00:00,2021-07-23T00:23:11,Friday,3.72,1342,11th ave n ganservoort - 12th ave @ 40th st
2021-07-23T00:00:00,2021-07-23T00:23:11,Friday,3.72,812,12th Ave N 40th - 57th St
2021-07-23T00:00:00,2021-07-23T00:23:11,Friday,9.94,267,FDR S Catherine Slip - BKN Bridge Manhattan Side
2021-07-23T00:00:00,2021-07-23T00:23:11,Friday,2.48,959,BKN Bridge Manhattan Side - FDR N Catherine Slip
2021-07-23T00:00:00,2021-07-23T00:28:03,Friday,13.04,178,FDR N - TBB E 116TH STREET - MANHATTAN TRUSS
2021-07-23T00:00:00,2021-07-23T00:28:03,Friday,0.00,0,BBT W Toll Plaza - Manhattan Portal
2021-07-23T00:00:00,2021-07-23T00:28:03,Friday,42.25,169,BBT E Manhattan Portal - Toll Plaza
2021-07-23T00:00:00,2021-07-23T00:28:03,Friday,28.58,193,QMT E Manhattan Side - Toll Plaza
2021-07-23T00:00:00,2021-07-23T00:28:04,Friday,39.14,127,LINCOLN TUNNEL W NORTH TUBE NY - NJ
2021-07-23T00:00:00,2021-07-23T00:28:04,Friday,37.28,64,TBB W - FDR S MANHATTAN TRUSS - E116TH STREET
2021-07-23T00:00:00,2021-07-23T00:28:04,Friday,11.80,597,BQE N Atlantic Ave - BKN Bridge Manhattan Side
2021-07-23T00:00:00,2021-07-23T00:28:04,Friday,6.83,1378,BQE N Atlantic Ave - MAN Bridge Manhattan Side
2021-07-23T00:00:00,2021-07-23T00:28:04,Friday,39.14,504,Westside Hwy S GWB - 57th St
2021-07-23T00:00:00,2021-07-23T00:28:04,Friday,19.26,1026,Westside Hwy N 57th St - GWB
2021-07-23T00:00:00,2021-07-23T00:28:05,Friday,0.00,0,West St S Spring St - BBT Manhattan Portal outbound
2021-07-23T00:00:00,2021-07-23T00:28:08,Friday,32.31,171,LINCOLN TUNNEL E CENTER TUBE NJ - NY
2021-07-23T00:00:00,2021-07-23T00:28:08,Friday,27.96,197,LINCOLN TUNNEL E SOUTH TUBE - NJ - NY
2021-07-23T00:00:00,2021-07-23T00:28:08,Friday,0.00,0,LINCOLN TUNNEL W CENTER TUBE NY - NJ
2021-07-23T00:00:00,2021-07-23T00:28:08,Friday,37.90,195,GWB E LOWER LEVEL PLAZA - CBE E LOWER LEVEL AMSTERDAM AVE
2021-07-23T00:00:00,2021-07-23T00:28:12,Friday,1.86,1089,12th Ave S 57th St - 45th St
2021-07-23T00:00:00,2021-07-23T00:28:12,Friday,1.86,3054,12th ave @ 45th - 11 ave ganservoort st
2021-07-23T00:00:00,2021-07-23T00:28:12,Friday,0.00,0,11th ave s ganservoort - west st @ spring st
2021-07-23T00:00:00,2021-07-23T00:28:12,Friday,1.86,4886,FDR N Catherine Slip - 25th St
2021-07-23T00:00:00,2021-07-23T00:28:12,Friday,1.86,3281,FDR N 25th - 63rd St
2021-07-23T00:00:00,2021-07-23T00:28:12,Friday,8.69,741,FDR S 63rd - 25th St
2021-07-23T00:00:00,2021-07-23T00:28:12,Friday,8.69,1103,FDR S 25th St - Catherine Slip
2021-07-23T00:00:00,2021-07-23T00:28:12,Friday,3.10,1488,11th ave n ganservoort - 12th ave @ 40th st
2021-07-23T00:00:00,2021-07-23T00:28:12,Friday,3.10,900,12th Ave N 40th - 57th St
2021-07-23T00:00:00,2021-07-23T00:28:12,Friday,8.69,286,FDR S Catherine Slip - BKN Bridge Manhattan Side
2021-07-23T00:00:00,2021-07-23T00:28:12,Friday,8.69,291,BKN Bridge Manhattan Side - FDR N Catherine Slip
2021-07-23T00:00:00,2021-07-23T00:33:03,Friday,38.52,130,LINCOLN TUNNEL W NORTH TUBE NY - NJ
2021-07-23T00:00:00,2021-07-23T00:33:03,Friday,6.83,345,FDR N - TBB E 116TH STREET - MANHATTAN TRUSS
2021-07-23T00:00:00,2021-07-23T00:33:03,Friday,0.00,0,BBT W Toll Plaza - Manhattan Portal
2021-07-23T00:00:00,2021-07-23T00:33:03,Friday,40.38,176,BBT E Manhattan Portal - Toll Plaza
2021-07-23T00:00:00,2021-07-23T00:33:03,Friday,30.44,179,QMT E Manhattan Side - Toll Plaza
2021-07-23T00:00:00,2021-07-23T00:33:03,Friday,22.99,855,Westside Hwy N 57th St - GWB
2021-07-23T00:00:00,2021-07-23T00:33:04,Friday,37.28,64,TBB W - FDR S MANHATTAN TRUSS - E116TH STREET
2021-07-23T00:00:00,2021-07-23T00:33:04,Friday,11.18,643,BQE N Atlantic Ave - BKN Bridge Manhattan Side
2021-07-23T00:00:00,2021-07-23T00:33:04,Friday,11.18,848,BQE N Atlantic Ave - MAN Bridge Manhattan Side
2021-07-23T00:00:00,2021-07-23T00:33:04,Friday,40.38,491,Westside Hwy S GWB - 57th St
2021-07-23T00:00:00,2021-07-23T00:33:05,Friday,0.00,0,West St S Spring St - BBT Manhattan Portal outbound
2021-07-23T00:00:00,2021-07-23T00:33:07,Friday,27.96,195,LINCOLN TUNNEL E SOUTH TUBE - NJ - NY
2021-07-23T00:00:00,2021-07-23T00:33:07,Friday,33.55,165,LINCOLN TUNNEL E CENTER TUBE NJ - NY
2021-07-23T00:00:00,2021-07-23T00:33:07,Friday,0.00,0,LINCOLN TUNNEL W CENTER TUBE NY - NJ
2021-07-23T00:00:00,2021-07-23T00:33:07,Friday,34.79,213,GWB E LOWER LEVEL PLAZA - CBE E LOWER LEVEL AMSTERDAM AVE
2021-07-23T00:00:00,2021-07-23T00:33:11,Friday,2.48,870,12th Ave S 57th St - 45th St
2021-07-23T00:00:00,2021-07-23T00:33:11,Friday,2.48,2439,12th ave @ 45th - 11 ave ganservoort st
2021-07-23T00:00:00,2021-07-23T00:33:11,Friday,0.00,0,11th ave s ganservoort - west st @ spring st
2021-07-23T00:00:00,2021-07-23T00:33:11,Friday,2.48,3903,FDR N Catherine Slip - 25th St
2021-07-23T00:00:00,2021-07-23T00:33:11,Friday,2.48,2621,FDR N 25th - 63rd St
2021-07-23T00:00:00,2021-07-23T00:33:11,Friday,11.18,611,FDR S 63rd - 25th St
2021-07-23T00:00:00,2021-07-23T00:33:11,Friday,11.18,910,FDR S 25th St - Catherine Slip
2021-07-23T00:00:00,2021-07-23T00:33:11,Friday,3.72,1439,11th ave n ganservoort - 12th ave @ 40th st
2021-07-23T00:00:00,2021-07-23T00:33:11,Friday,3.72,871,12th Ave N 40th - 57th St
2021-07-23T00:00:00,2021-07-23T00:33:11,Friday,11.18,236,FDR S Catherine Slip - BKN Bridge Manhattan Side
2021-07-23T00:00:00,2021-07-23T00:33:11,Friday,8.69,296,BKN Bridge Manhattan Side - FDR N Catherine Slip
2021-07-23T00:00:00,2021-07-23T00:38:03,Friday,6.83,349,FDR N - TBB E 116TH STREET - MANHATTAN TRUSS
2021-07-23T00:00:00,2021-07-23T00:38:03,Friday,0.00,0,BBT W Toll Plaza - Manhattan Portal
2021-07-23T00:00:00,2021-07-23T00:38:03,Friday,40.38,175,BBT E Manhattan Portal - Toll Plaza
2021-07-23T00:00:00,2021-07-23T00:38:03,Friday,31.06,175,QMT E Manhattan Side - Toll Plaza
2021-07-23T00:00:00,2021-07-23T00:38:04,Friday,39.14,127,LINCOLN TUNNEL W NORTH TUBE NY - NJ
2021-07-23T00:00:00,2021-07-23T00:38:04,Friday,37.28,64,TBB W - FDR S MANHATTAN TRUSS - E116TH STREET
2021-07-23T00:00:00,2021-07-23T00:38:04,Friday,10.56,682,BQE N Atlantic Ave - BKN Bridge Manhattan Side
2021-07-23T00:00:00,2021-07-23T00:38:04,Friday,6.21,1490,BQE N Atlantic Ave - MAN Bridge Manhattan Side
2021-07-23T00:00:00,2021-07-23T00:38:04,Friday,49.70,398,Westside Hwy S GWB - 57th St
2021-07-23T00:00:00,2021-07-23T00:38:04,Friday,21.12,935,Westside Hwy N 57th St - GWB
2021-07-23T00:00:00,2021-07-23T00:38:05,Friday,0.00,0,West St S Spring St - BBT Manhattan Portal outbound
2021-07-23T00:00:00,2021-07-23T00:38:08,Friday,0.00,0,LINCOLN TUNNEL E SOUTH TUBE - NJ - NY
2021-07-23T00:00:00,2021-07-23T00:38:08,Friday,0.00,0,LINCOLN TUNNEL E CENTER TUBE NJ - NY
2021-07-23T00:00:00,2021-07-23T00:38:08,Friday,32.93,168,LINCOLN TUNNEL W CENTER TUBE NY - NJ
2021-07-23T00:00:00,2021-07-23T00:38:08,Friday,29.82,247,GWB E LOWER LEVEL PLAZA - CBE E LOWER LEVEL AMSTERDAM AVE
2021-07-23T00:00:00,2021-07-23T00:38:13,Friday,7.45,304,12th Ave S 57th St - 45th St
2021-07-23T00:00:00,2021-07-23T00:38:13,Friday,7.45,854,12th ave @ 45th - 11 ave ganservoort st
2021-07-23T00:00:00,2021-07-23T00:38:13,Friday,0.00,0,11th ave s ganservoort - west st @ spring st
2021-07-23T00:00:00,2021-07-23T00:38:13,Friday,1.86,4344,FDR N Catherine Slip - 25th St
2021-07-23T00:00:00,2021-07-23T00:38:13,Friday,1.86,2917,FDR N 25th - 63rd St
2021-07-23T00:00:00,2021-07-23T00:38:13,Friday,13.67,492,FDR S 63rd - 25th St
2021-07-23T00:00:00,2021-07-23T00:38:13,Friday,13.67,733,FDR S 25th St - Catherine Slip
2021-07-23T00:00:00,2021-07-23T00:38:13,Friday,2.48,2008,11th ave n ganservoort - 12th ave @ 40th st
2021-07-23T00:00:00,2021-07-23T00:38:13,Friday,2.48,1215,12th Ave N 40th - 57th St
2021-07-23T00:00:00,2021-07-23T00:38:13,Friday,13.67,190,FDR S Catherine Slip - BKN Bridge Manhattan Side
2021-07-23T00:00:00,2021-07-23T00:38:13,Friday,7.45,342,BKN Bridge Manhattan Side - FDR N Catherine Slip
2021-07-23T00:00:00,2021-07-23T00:43:03,Friday,19.26,120,FDR N - TBB E 116TH STREET - MANHATTAN TRUSS
2021-07-23T00:00:00,2021-07-23T00:43:03,Friday,0.00,0,BBT W Toll Plaza - Manhattan Portal
2021-07-23T00:00:00,2021-07-23T00:43:03,Friday,39.76,179,BBT E Manhattan Portal - Toll Plaza
2021-07-23T00:00:00,2021-07-23T00:43:03,Friday,33.55,164,QMT E Manhattan Side - Toll Plaza
2021-07-23T00:00:00,2021-07-23T00:43:04,Friday,39.14,128,LINCOLN TUNNEL W NORTH TUBE NY - NJ
2021-07-23T00:00:00,2021-07-23T00:43:04,Friday,39.14,62,TBB W - FDR S MANHATTAN TRUSS - E116TH STREET
2021-07-23T00:00:00,2021-07-23T00:43:04,Friday,8.69,778,BQE N Atlantic Ave - BKN Bridge Manhattan Side
2021-07-23T00:00:00,2021-07-23T00:43:04,Friday,7.45,1233,BQE N Atlantic Ave - MAN Bridge Manhattan Side
2021-07-23T00:00:00,2021-07-23T00:43:04,Friday,45.36,435,Westside Hwy S GWB - 57th St
2021-07-23T00:00:00,2021-07-23T00:43:04,Friday,20.50,959,Westside Hwy N 57th St - GWB
2021-07-23T00:00:00,2021-07-23T00:43:05,Friday,0.00,0,West St S Spring St - BBT Manhattan Portal outbound
2021-07-23T00:00:00,2021-07-23T00:43:08,Friday,0.00,0,LINCOLN TUNNEL E SOUTH TUBE - NJ - NY
2021-07-23T00:00:00,2021-07-23T00:43:08,Friday,0.00,0,LINCOLN TUNNEL E CENTER TUBE NJ - NY
2021-07-23T00:00:00,2021-07-23T00:43:08,Friday,32.93,168,LINCOLN TUNNEL W CENTER TUBE NY - NJ
2021-07-23T00:00:00,2021-07-23T00:43:08,Friday,33.55,220,GWB E LOWER LEVEL PLAZA - CBE E LOWER LEVEL AMSTERDAM AVE
2021-07-23T00:00:00,2021-07-23T00:43:11,Friday,1.86,947,12th Ave S 57th St - 45th St
2021-07-23T00:00:00,2021-07-23T00:43:11,Friday,1.86,2655,12th ave @ 45th - 11 ave ganservoort st
2021-07-23T00:00:00,2021-07-23T00:43:11,Friday,0.00,0,11th ave s ganservoort - west st @ spring st
2021-07-23T00:00:00,2021-07-23T00:43:11,Friday,1.86,4248,FDR N Catherine Slip - 25th St
2021-07-23T00:00:00,2021-07-23T00:43:11,Friday,1.86,2852,FDR N 25th - 63rd St
2021-07-23T00:00:00,2021-07-23T00:43:11,Friday,10.56,619,FDR S 63rd - 25th St
2021-07-23T00:00:00,2021-07-23T00:43:11,Friday,10.56,922,FDR S 25th St - Catherine Slip
2021-07-23T00:00:00,2021-07-23T00:43:11,Friday,1.86,2490,11th ave n ganservoort - 12th ave @ 40th st
2021-07-23T00:00:00,2021-07-23T00:43:11,Friday,1.86,1506,12th Ave N 40th - 57th St
2021-07-23T00:00:00,2021-07-23T00:43:11,Friday,10.56,239,FDR S Catherine Slip - BKN Bridge Manhattan Side
2021-07-23T00:00:00,2021-07-23T00:43:11,Friday,32.31,79,BKN Bridge Manhattan Side - FDR N Catherine Slip
