datetime,AQI_PM2.5,AQI_OZONE
2019-09-01T00:00:00,10,24.0
2019-09-01T01:00:00,11,23.0
2019-09-01T02:00:00,11,22.0
2019-09-01T03:00:00,11,21.0
2019-09-01T04:00:00,11,20.0
2019-09-01T05:00:00,11,19.0
2019-09-01T06:00:00,11,19.0
2019-09-01T07:00:00,11,19.0
2019-09-01T08:00:00,11,21.0
2019-09-01T09:00:00,11,23.0
2019-09-01T10:00:00,11,25.0
2019-09-01T11:00:00,11,29.0
2019-09-01T12:00:00,11,31.0
2019-09-01T13:00:00,11,33.0
2019-09-01T14:00:00,11,34.0
2019-09-01T15:00:00,10,35.0
2019-09-01T16:00:00,10,34.0
2019-09-01T17:00:00,10,32.0
2019-09-01T18:00:00,10,31.0
2019-09-01T19:00:00,10,28.0
2019-09-01T20:00:00,9,25.0
2019-09-01T21:00:00,9,23.0
2019-09-01T22:00:00,8,21.0
2019-09-01T23:00:00,8,20.0
2019-09-02T00:00:00,8,19.0
2019-09-02T01:00:00,7,20.0
2019-09-02T02:00:00,7,20.0
2019-09-02T03:00:00,8,20.0
2019-09-02T04:00:00,8,20.0
2019-09-02T05:00:00,8,21.0
2019-09-02T06:00:00,9,22.0
2019-09-02T07:00:00,9,23.0
2019-09-02T08:00:00,10,23.0
2019-09-02T09:00:00,12,23.0
2019-09-02T10:00:00,13,23.0
2019-09-02T11:00:00,14,24.0
2019-09-02T12:00:00,15,25.0
2019-09-02T13:00:00,16,26.0
2019-09-02T14:00:00,17,27.0
2019-09-02T15:00:00,18,28.0
2019-09-02T16:00:00,18,28.0
2019-09-02T17:00:00,18,29.0
2019-09-02T18:00:00,18,27.0
2019-09-02T19:00:00,19,26.0
2019-09-02T20:00:00,19,24.0
2019-09-02T21:00:00,20,22.0
2019-09-02T22:00:00,20,19.0
2019-09-02T23:00:00,21,17.0
2019-09-03T00:00:00,21,14.0
2019-09-03T01:00:00,21,13.0
2019-09-03T02:00:00,22,13.0
2019-09-03T03:00:00,22,13.0
2019-09-03T04:00:00,22,13.0
2019-09-03T05:00:00,22,14.0
2019-09-03T06:00:00,22,15.0
2019-09-03T07:00:00,22,17.0
2019-09-03T08:00:00,21,19.0
2019-09-03T09:00:00,20,22.0
2019-09-03T10:00:00,20,26.0
2019-09-03T11:00:00,20,30.0
2019-09-03T12:00:00,20,32.0
2019-09-03T13:00:00,19,36.0
2019-09-03T14:00:00,18,40.0
2019-09-03T15:00:00,18,43.0
2019-09-03T16:00:00,18,44.0
2019-09-03T17:00:00,19,44.0
2019-09-03T18:00:00,19,42.0
2019-09-03T19:00:00,20,40.0
2019-09-03T20:00:00,20,38.0
2019-09-03T21:00:00,20,35.0
2019-09-03T22:00:00,21,32.0
2019-09-03T23:00:00,21,29.0
2019-09-04T00:00:00,22,26.0
2019-09-04T01:00:00,23,25.0
2019-09-04T02:00:00,24,25.0
2019-09-04T03:00:00,25,24.0
2019-09-04T04:00:00,26,23.0
2019-09-04T05:00:00,28,22.0
2019-09-04T06:00:00,28,21.0
2019-09-04T07:00:00,29,22.0
2019-09-04T08:00:00,30,24.0
2019-09-04T09:00:00,31,27.0
2019-09-04T10:00:00,31,30.0
2019-09-04T11:00:00,31,33.0
2019-09-04T12:00:00,31,37.0
2019-09-04T13:00:00,31,40.0
2019-09-04T14:00:00,31,43.0
2019-09-04T15:00:00,31,44.0
2019-09-04T16:00:00,30,45.0
2019-09-04T17:00:00,30,44.0
2019-09-04T18:00:00,29,42.0
2019-09-04T19:00:00,29,38.0
2019-09-04T20:00:00,28,35.0
2019-09-04T21:00:00,28,32.0
2019-09-04T22:00:00,28,30.0
2019-09-04T23:00:00,28,28.0
2019-09-05T00:00:00,26,25.0
2019-09-05T01:00:00,25,24.0
2019-09-05T02:00:00,23,23.0
2019-09-05T03:00:00,21,21.0
2019-09-05T04:00:00,19,20.0
2019-09-05T05:00:00,17,19.0
2019-09-05T06:00:00,15,18.0
2019-09-05T07:00:00,13,17.0
2019-09-05T08:00:00,10,16.0
2019-09-05T09:00:00,9,17.0
2019-09-05T10:00:00,8,19.0
2019-09-05T11:00:00,8,21.0
2019-09-05T12:00:00,7,26.0
2019-09-05T13:00:00,7,30.0
2019-09-05T14:00:00,7,32.0
2019-09-05T15:00:00,7,33.0
2019-09-05T16:00:00,8,32.0
2019-09-05T17:00:00,8,32.0
2019-09-05T18:00:00,8,31.0
2019-09-05T19:00:00,8,31.0
2019-09-05T20:00:00,8,29.0
2019-09-05T21:00:00,9,26.0
2019-09-05T22:00:00,9,24.0
2019-09-05T23:00:00,9,22.0
2019-09-06T00:00:00,9,21.0
2019-09-06T01:00:00,9,21.0
2019-09-06T02:00:00,8,19.0
2019-09-06T03:00:00,8,19.0
2019-09-06T04:00:00,9,18.0
2019-09-06T05:00:00,9,18.0
2019-09-06T06:00:00,9,17.0
2019-09-06T07:00:00,9,16.0
2019-09-06T08:00:00,10,16.0
2019-09-06T09:00:00,9,17.0
2019-09-06T10:00:00,8,19.0
2019-09-06T11:00:00,8,19.0
2019-09-06T12:00:00,8,19.0
2019-09-06T13:00:00,8,19.0
2019-09-06T14:00:00,7,20.0
2019-09-06T15:00:00,7,21.0
2019-09-06T16:00:00,7,21.0
2019-09-06T17:00:00,7,21.0
2019-09-06T18:00:00,6,21.0
