datetime,AQI_PM2.5,Parameter_PM2.5,Unit_PM2.5,Value_PM2.5,Category_PM2.5,AQI_OZONE,Parameter_OZONE,Unit_OZONE,Value_OZONE,Category_OZONE
2019-01-01T00:00:00,31,PM2.5,UG/M3,7.5,1,16.0,OZONE,PPB,17.0,1.0
2019-01-01T01:00:00,30,PM2.5,UG/M3,7.3,1,14.0,OZONE,PPB,15.0,1.0
2019-01-01T02:00:00,30,PM2.5,UG/M3,7.3,1,11.0,OZONE,PPB,12.0,1.0
2019-01-01T03:00:00,31,PM2.5,UG/M3,7.4,1,9.0,OZONE,PPB,10.0,1.0
2019-01-01T04:00:00,30,PM2.5,UG/M3,7.3,1,7.0,OZONE,PPB,8.0,1.0
2019-01-01T05:00:00,30,PM2.5,UG/M3,7.3,1,7.0,OZONE,PPB,8.0,1.0
2019-01-01T06:00:00,30,PM2.5,UG/M3,7.3,1,9.0,OZONE,PPB,10.0,1.0
2019-01-01T07:00:00,30,PM2.5,UG/M3,7.3,1,10.0,OZONE,PPB,11.0,1.0
2019-01-01T08:00:00,31,PM2.5,UG/M3,7.5,1,12.0,OZONE,PPB,13.0,1.0
2019-01-01T09:00:00,33,PM2.5,UG/M3,7.8,1,18.0,OZONE,PPB,19.0,1.0
2019-01-01T10:00:00,34,PM2.5,UG/M3,8.1,1,22.0,OZONE,PPB,24.0,1.0
2019-01-01T11:00:00,35,PM2.5,UG/M3,8.3,1,25.0,OZONE,PPB,27.0,1.0
2019-01-01T12:00:00,36,PM2.5,UG/M3,8.6,1,27.0,OZONE,PPB,29.0,1.0
2019-01-01T13:00:00,36,PM2.5,UG/M3,8.7,1,28.0,OZONE,PPB,30.0,1.0
2019-01-01T14:00:00,37,PM2.5,UG/M3,8.8,1,29.0,OZONE,PPB,31.0,1.0
2019-01-01T15:00:00,38,PM2.5,UG/M3,9.1,1,29.0,OZONE,PPB,31.0,1.0
2019-01-01T16:00:00,38,PM2.5,UG/M3,9.1,1,28.0,OZONE,PPB,30.0,1.0
2019-01-01T17:00:00,38,PM2.5,UG/M3,9.1,1,25.0,OZONE,PPB,27.0,1.0
2019-01-01T18:00:00,38,PM2.5,UG/M3,9.1,1,21.0,OZONE,PPB,23.0,1.0
2019-01-01T19:00:00,38,PM2.5,UG/M3,9.2,1,20.0,OZONE,PPB,22.0,1.0
2019-01-01T20:00:00,38,PM2.5,UG/M3,9.2,1,20.0,OZONE,PPB,22.0,1.0
