datetime,AQI_PM2.5,Parameter_PM2.5,Unit_PM2.5,Value_PM2.5,Category_PM2.5,AQI_OZONE,Parameter_OZONE,Unit_OZONE,Value_OZONE,Category_OZONE
2020-07-04T13:00:00,60.0,PM2.5,UG/M3,16.3,2.0,31,OZONE,PPB,34.0,1
2020-07-04T14:00:00,62.0,PM2.5,UG/M3,17.2,2.0,35,OZONE,PPB,38.0,1
2020-07-04T15:00:00,65.0,PM2.5,UG/M3,18.7,2.0,39,OZONE,PPB,42.0,1
2020-07-04T16:00:00,66.0,PM2.5,UG/M3,19.3,2.0,41,OZONE,PPB,44.0,1
2020-07-04T17:00:00,68.0,PM2.5,UG/M3,20.3,2.0,42,OZONE,PPB,45.0,1
2020-07-04T18:00:00,69.0,PM2.5,UG/M3,20.8,2.0,41,OZONE,PPB,44.0,1
2020-07-04T19:00:00,70.0,PM2.5,UG/M3,21.3,2.0,40,OZONE,PPB,43.0,1
2020-07-04T20:00:00,71.0,PM2.5,UG/M3,21.5,2.0,37,OZONE,PPB,40.0,1
2020-07-04T21:00:00,72.0,PM2.5,UG/M3,21.9,2.0,35,OZONE,PPB,38.0,1
2020-07-04T22:00:00,72.0,PM2.5,UG/M3,22.3,2.0,33,OZONE,PPB,36.0,1
2020-07-04T23:00:00,74.0,PM2.5,UG/M3,22.9,2.0,31,OZONE,PPB,33.0,1
2020-07-05T00:00:00,75.0,PM2.5,UG/M3,23.3,2.0,28,OZONE,PPB,30.0,1
2020-07-05T01:00:00,75.0,PM2.5,UG/M3,23.6,2.0,26,OZONE,PPB,28.0,1
2020-07-05T02:00:00,76.0,PM2.5,UG/M3,23.8,2.0,26,OZONE,PPB,28.0,1
2020-07-05T03:00:00,76.0,PM2.5,UG/M3,24.2,2.0,26,OZONE,PPB,28.0,1
2020-07-05T04:00:00,77.0,PM2.5,UG/M3,24.4,2.0,26,OZONE,PPB,28.0,1
2020-07-05T05:00:00,77.0,PM2.5,UG/M3,24.3,2.0,25,OZONE,PPB,27.0,1
2020-07-05T06:00:00,76.0,PM2.5,UG/M3,23.9,2.0,25,OZONE,PPB,27.0,1
2020-07-05T07:00:00,76.0,PM2.5,UG/M3,24.0,2.0,27,OZONE,PPB,29.0,1
2020-07-05T08:00:00,76.0,PM2.5,UG/M3,24.2,2.0,31,OZONE,PPB,33.0,1
2020-07-05T09:00:00,77.0,PM2.5,UG/M3,24.5,2.0,33,OZONE,PPB,36.0,1
2020-07-05T10:00:00,75.0,PM2.5,UG/M3,23.7,2.0,36,OZONE,PPB,39.0,1
2020-07-05T11:00:00,70.0,PM2.5,UG/M3,21.1,2.0,39,OZONE,PPB,42.0,1
2020-07-05T12:00:00,64.0,PM2.5,UG/M3,18.5,2.0,42,OZONE,PPB,45.0,1
2020-07-05T13:00:00,60.0,PM2.5,UG/M3,16.6,2.0,44,OZONE,PPB,47.0,1
2020-07-05T14:00:00,59.0,PM2.5,UG/M3,15.7,2.0,45,OZONE,PPB,49.0,1
2020-07-05T15:00:00,56.0,PM2.5,UG/M3,14.7,2.0,46,OZONE,PPB,50.0,1
2020-07-05T16:00:00,55.0,PM2.5,UG/M3,14.1,2.0,45,OZONE,PPB,49.0,1
2020-07-05T17:00:00,54.0,PM2.5,UG/M3,13.6,2.0,44,OZONE,PPB,48.0,1
2020-07-05T18:00:00,54.0,PM2.5,UG/M3,13.4,2.0,43,OZONE,PPB,46.0,1
2020-07-05T19:00:00,53.0,PM2.5,UG/M3,13.1,2.0,40,OZONE,PPB,43.0,1
2020-07-05T20:00:00,54.0,PM2.5,UG/M3,13.4,2.0,36,OZONE,PPB,39.0,1
2020-07-05T21:00:00,54.0,PM2.5,UG/M3,13.6,2.0,32,OZONE,PPB,35.0,1
2020-07-05T22:00:00,54.0,PM2.5,UG/M3,13.3,2.0,29,OZONE,PPB,31.0,1
2020-07-05T23:00:00,52.0,PM2.5,UG/M3,12.8,2.0,24,OZONE,PPB,26.0,1
2020-07-06T00:00:00,51.0,PM2.5,UG/M3,12.3,2.0,19,OZONE,PPB,21.0,1
2020-07-06T01:00:00,51.0,PM2.5,UG/M3,12.1,2.0,16,OZONE,PPB,17.0,1
2020-07-06T02:00:00,51.0,PM2.5,UG/M3,12.1,2.0,14,OZONE,PPB,15.0,1
2020-07-06T03:00:00,51.0,PM2.5,UG/M3,12.3,2.0,12,OZONE,PPB,13.0,1
2020-07-06T04:00:00,52.0,PM2.5,UG/M3,12.7,2.0,11,OZONE,PPB,12.0,1
2020-07-06T05:00:00,54.0,PM2.5,UG/M3,13.5,2.0,12,OZONE,PPB,13.0,1
2020-07-06T06:00:00,54.0,PM2.5,UG/M3,13.5,2.0,15,OZONE,PPB,16.0,1
2020-07-06T07:00:00,53.0,PM2.5,UG/M3,13.0,2.0,19,OZONE,PPB,20.0,1
2020-07-06T08:00:00,52.0,PM2.5,UG/M3,12.4,2.0,24,OZONE,PPB,26.0,1
2020-07-06T09:00:00,51.0,PM2.5,UG/M3,12.1,2.0,31,OZONE,PPB,34.0,1
2020-07-06T10:00:00,49.0,PM2.5,UG/M3,11.7,1.0,39,OZONE,PPB,42.0,1
2020-07-06T11:00:00,46.0,PM2.5,UG/M3,11.1,1.0,48,OZONE,PPB,52.0,1
2020-07-06T12:00:00,43.0,PM2.5,UG/M3,10.2,1.0,67,OZONE,PPB,60.0,2
2020-07-06T13:00:00,40.0,PM2.5,UG/M3,9.6,1.0,84,OZONE,PPB,65.0,2
2020-07-06T14:00:00,38.0,PM2.5,UG/M3,9.1,1.0,87,OZONE,PPB,66.0,2
2020-07-06T15:00:00,36.0,PM2.5,UG/M3,8.6,1.0,84,OZONE,PPB,65.0,2
2020-07-06T16:00:00,33.0,PM2.5,UG/M3,8.0,1.0,74,OZONE,PPB,62.0,2
2020-07-06T17:00:00,32.0,PM2.5,UG/M3,7.7,1.0,61,OZONE,PPB,58.0,2
2020-07-06T18:00:00,32.0,PM2.5,UG/M3,7.6,1.0,47,OZONE,PPB,51.0,1
2020-07-06T19:00:00,31.0,PM2.5,UG/M3,7.5,1.0,41,OZONE,PPB,44.0,1
2020-07-06T20:00:00,30.0,PM2.5,UG/M3,7.3,1.0,36,OZONE,PPB,39.0,1
2020-07-06T21:00:00,29.0,PM2.5,UG/M3,6.9,1.0,34,OZONE,PPB,37.0,1
2020-07-06T22:00:00,29.0,PM2.5,UG/M3,6.9,1.0,34,OZONE,PPB,37.0,1
2020-07-06T23:00:00,29.0,PM2.5,UG/M3,7.0,1.0,34,OZONE,PPB,37.0,1
2020-07-07T00:00:00,29.0,PM2.5,UG/M3,7.0,1.0,34,OZONE,PPB,37.0,1
2020-07-07T01:00:00,28.0,PM2.5,UG/M3,6.8,1.0,35,OZONE,PPB,38.0,1
2020-07-07T02:00:00,28.0,PM2.5,UG/M3,6.6,1.0,34,OZONE,PPB,37.0,1
2020-07-07T03:00:00,25.0,PM2.5,UG/M3,6.1,1.0,34,OZONE,PPB,37.0,1
2020-07-07T04:00:00,23.0,PM2.5,UG/M3,5.6,1.0,33,OZONE,PPB,36.0,1
2020-07-07T05:00:00,20.0,PM2.5,UG/M3,4.7,1.0,32,OZONE,PPB,35.0,1
2020-07-07T06:00:00,20.0,PM2.5,UG/M3,4.9,1.0,31,OZONE,PPB,34.0,1
2020-07-07T07:00:00,21.0,PM2.5,UG/M3,5.1,1.0,31,OZONE,PPB,34.0,1
2020-07-07T08:00:00,22.0,PM2.5,UG/M3,5.3,1.0,31,OZONE,PPB,33.0,1
2020-07-07T09:00:00,21.0,PM2.5,UG/M3,5.0,1.0,31,OZONE,PPB,34.0,1
2020-07-07T10:00:00,20.0,PM2.5,UG/M3,4.9,1.0,32,OZONE,PPB,35.0,1
2020-07-07T11:00:00,21.0,PM2.5,UG/M3,5.0,1.0,33,OZONE,PPB,36.0,1
2020-07-07T12:00:00,22.0,PM2.5,UG/M3,5.2,1.0,35,OZONE,PPB,38.0,1
2020-07-07T13:00:00,22.0,PM2.5,UG/M3,5.3,1.0,34,OZONE,PPB,37.0,1
2020-07-07T14:00:00,23.0,PM2.5,UG/M3,5.5,1.0,33,OZONE,PPB,36.0,1
2020-07-07T15:00:00,24.0,PM2.5,UG/M3,5.7,1.0,32,OZONE,PPB,35.0,1
2020-07-07T16:00:00,25.0,PM2.5,UG/M3,5.9,1.0,31,OZONE,PPB,34.0,1
2020-07-07T17:00:00,25.0,PM2.5,UG/M3,6.0,1.0,30,OZONE,PPB,32.0,1
2020-07-07T18:00:00,25.0,PM2.5,UG/M3,6.0,1.0,28,OZONE,PPB,30.0,1
2020-07-07T19:00:00,25.0,PM2.5,UG/M3,6.0,1.0,25,OZONE,PPB,27.0,1
2020-07-07T20:00:00,25.0,PM2.5,UG/M3,6.0,1.0,21,OZONE,PPB,23.0,1
2020-07-07T21:00:00,25.0,PM2.5,UG/M3,6.0,1.0,19,OZONE,PPB,20.0,1
2020-07-07T22:00:00,25.0,PM2.5,UG/M3,6.0,1.0,17,OZONE,PPB,18.0,1
2020-07-07T23:00:00,25.0,PM2.5,UG/M3,5.9,1.0,16,OZONE,PPB,17.0,1
2020-07-08T00:00:00,25.0,PM2.5,UG/M3,6.1,1.0,16,OZONE,PPB,17.0,1
2020-07-08T01:00:00,26.0,PM2.5,UG/M3,6.2,1.0,16,OZONE,PPB,17.0,1
2020-07-08T02:00:00,26.0,PM2.5,UG/M3,6.3,1.0,16,OZONE,PPB,17.0,1
2020-07-08T03:00:00,27.0,PM2.5,UG/M3,6.4,1.0,17,OZONE,PPB,18.0,1
2020-07-08T04:00:00,27.0,PM2.5,UG/M3,6.4,1.0,17,OZONE,PPB,18.0,1
2020-07-08T05:00:00,27.0,PM2.5,UG/M3,6.5,1.0,18,OZONE,PPB,19.0,1
2020-07-08T06:00:00,28.0,PM2.5,UG/M3,6.6,1.0,19,OZONE,PPB,20.0,1
2020-07-08T07:00:00,28.0,PM2.5,UG/M3,6.6,1.0,19,OZONE,PPB,20.0,1
2020-07-08T08:00:00,28.0,PM2.5,UG/M3,6.6,1.0,19,OZONE,PPB,20.0,1
2020-07-08T09:00:00,28.0,PM2.5,UG/M3,6.7,1.0,21,OZONE,PPB,23.0,1
2020-07-08T10:00:00,28.0,PM2.5,UG/M3,6.8,1.0,24,OZONE,PPB,26.0,1
2020-07-08T11:00:00,28.0,PM2.5,UG/M3,6.8,1.0,26,OZONE,PPB,28.0,1
2020-07-08T12:00:00,28.0,PM2.5,UG/M3,6.7,1.0,29,OZONE,PPB,31.0,1
2020-07-08T13:00:00,27.0,PM2.5,UG/M3,6.5,1.0,31,OZONE,PPB,33.0,1
2020-07-08T14:00:00,26.0,PM2.5,UG/M3,6.2,1.0,32,OZONE,PPB,35.0,1
2020-07-08T15:00:00,26.0,PM2.5,UG/M3,6.2,1.0,32,OZONE,PPB,35.0,1
2020-07-08T16:00:00,26.0,PM2.5,UG/M3,6.2,1.0,31,OZONE,PPB,34.0,1
2020-07-08T17:00:00,26.0,PM2.5,UG/M3,6.3,1.0,28,OZONE,PPB,30.0,1
2020-07-08T18:00:00,27.0,PM2.5,UG/M3,6.4,1.0,24,OZONE,PPB,26.0,1
2020-07-08T19:00:00,27.0,PM2.5,UG/M3,6.5,1.0,20,OZONE,PPB,22.0,1
2020-07-08T20:00:00,28.0,PM2.5,UG/M3,6.7,1.0,18,OZONE,PPB,19.0,1
2020-07-08T21:00:00,29.0,PM2.5,UG/M3,6.9,1.0,16,OZONE,PPB,17.0,1
2020-07-08T22:00:00,30.0,PM2.5,UG/M3,7.2,1.0,14,OZONE,PPB,15.0,1
2020-07-08T23:00:00,31.0,PM2.5,UG/M3,7.4,1.0,13,OZONE,PPB,14.0,1
2020-07-09T00:00:00,31.0,PM2.5,UG/M3,7.5,1.0,12,OZONE,PPB,13.0,1
2020-07-09T01:00:00,32.0,PM2.5,UG/M3,7.6,1.0,12,OZONE,PPB,13.0,1
2020-07-09T02:00:00,31.0,PM2.5,UG/M3,7.5,1.0,11,OZONE,PPB,12.0,1
2020-07-09T03:00:00,30.0,PM2.5,UG/M3,7.3,1.0,11,OZONE,PPB,12.0,1
2020-07-09T04:00:00,30.0,PM2.5,UG/M3,7.3,1.0,11,OZONE,PPB,12.0,1
2020-07-09T05:00:00,30.0,PM2.5,UG/M3,7.1,1.0,10,OZONE,PPB,11.0,1
2020-07-09T06:00:00,29.0,PM2.5,UG/M3,6.9,1.0,10,OZONE,PPB,11.0,1
2020-07-09T07:00:00,29.0,PM2.5,UG/M3,6.9,1.0,11,OZONE,PPB,12.0,1
2020-07-09T08:00:00,29.0,PM2.5,UG/M3,6.9,1.0,13,OZONE,PPB,14.0,1
2020-07-09T09:00:00,28.0,PM2.5,UG/M3,6.8,1.0,17,OZONE,PPB,18.0,1
2020-07-09T10:00:00,27.0,PM2.5,UG/M3,6.5,1.0,21,OZONE,PPB,23.0,1
2020-07-09T11:00:00,26.0,PM2.5,UG/M3,6.3,1.0,25,OZONE,PPB,27.0,1
2020-07-09T12:00:00,25.0,PM2.5,UG/M3,6.1,1.0,28,OZONE,PPB,30.0,1
2020-07-09T13:00:00,25.0,PM2.5,UG/M3,6.1,1.0,31,OZONE,PPB,33.0,1
2020-07-09T14:00:00,25.0,PM2.5,UG/M3,6.1,1.0,31,OZONE,PPB,34.0,1
2020-07-09T15:00:00,25.0,PM2.5,UG/M3,5.9,1.0,31,OZONE,PPB,34.0,1
2020-07-09T16:00:00,23.0,PM2.5,UG/M3,5.6,1.0,31,OZONE,PPB,33.0,1
2020-07-09T17:00:00,23.0,PM2.5,UG/M3,5.5,1.0,27,OZONE,PPB,29.0,1
2020-07-09T18:00:00,22.0,PM2.5,UG/M3,5.2,1.0,23,OZONE,PPB,25.0,1
2020-07-09T19:00:00,20.0,PM2.5,UG/M3,4.9,1.0,19,OZONE,PPB,21.0,1
2020-07-09T20:00:00,18.0,PM2.5,UG/M3,4.3,1.0,17,OZONE,PPB,18.0,1
2020-07-09T21:00:00,15.0,PM2.5,UG/M3,3.7,1.0,14,OZONE,PPB,15.0,1
2020-07-09T22:00:00,13.0,PM2.5,UG/M3,3.1,1.0,12,OZONE,PPB,13.0,1
2020-07-09T23:00:00,11.0,PM2.5,UG/M3,2.7,1.0,10,OZONE,PPB,11.0,1
2020-07-10T00:00:00,10.0,PM2.5,UG/M3,2.4,1.0,9,OZONE,PPB,10.0,1
2020-07-10T01:00:00,10.0,PM2.5,UG/M3,2.4,1.0,9,OZONE,PPB,10.0,1
2020-07-10T02:00:00,10.0,PM2.5,UG/M3,2.3,1.0,9,OZONE,PPB,10.0,1
2020-07-10T03:00:00,6.0,PM2.5,UG/M3,1.5,1.0,9,OZONE,PPB,10.0,1
2020-07-10T04:00:00,6.0,PM2.5,UG/M3,1.5,1.0,10,OZONE,PPB,11.0,1
2020-07-10T05:00:00,7.0,PM2.5,UG/M3,1.6,1.0,11,OZONE,PPB,12.0,1
2020-07-10T06:00:00,7.0,PM2.5,UG/M3,1.6,1.0,11,OZONE,PPB,12.0,1
2020-07-10T07:00:00,4.0,PM2.5,UG/M3,0.9,1.0,12,OZONE,PPB,13.0,1
2020-07-10T08:00:00,2.0,PM2.5,UG/M3,0.5,1.0,12,OZONE,PPB,13.0,1
2020-07-10T09:00:00,2.0,PM2.5,UG/M3,0.4,1.0,13,OZONE,PPB,14.0,1
2020-07-10T10:00:00,2.0,PM2.5,UG/M3,0.4,1.0,13,OZONE,PPB,14.0,1
2020-07-10T11:00:00,,,,,,14,OZONE,PPB,15.0,1
2020-07-10T12:00:00,,,,,,14,OZONE,PPB,15.0,1
2020-07-10T13:00:00,,,,,,15,OZONE,PPB,16.0,1
2020-07-10T14:00:00,,,,,,15,OZONE,PPB,16.0,1
2020-07-10T15:00:00,,,,,,16,OZONE,PPB,17.0,1
2020-07-10T16:00:00,,,,,,17,OZONE,PPB,18.0,1
2020-07-10T17:00:00,,,,,,18,OZONE,PPB,19.0,1
2020-07-10T18:00:00,,,,,,19,OZONE,PPB,20.0,1
2020-07-10T19:00:00,,,,,,19,OZONE,PPB,21.0,1
2020-07-10T20:00:00,,,,,,19,OZONE,PPB,20.0,1
2020-07-10T21:00:00,,,,,,18,OZONE,PPB,19.0,1
2020-07-10T22:00:00,,,,,,17,OZONE,PPB,18.0,1
2020-07-10T23:00:00,,,,,,16,OZONE,PPB,17.0,1
2020-07-11T00:00:00,,,,,,15,OZONE,PPB,16.0,1
2020-07-11T01:00:00,,,,,,14,OZONE,PPB,15.0,1
2020-07-11T02:00:00,,,,,,12,OZONE,PPB,13.0,1
2020-07-11T03:00:00,,,,,,11,OZONE,PPB,12.0,1
2020-07-11T04:00:00,,,,,,11,OZONE,PPB,12.0,1
2020-07-11T05:00:00,,,,,,12,OZONE,PPB,13.0,1
2020-07-11T06:00:00,,,,,,13,OZONE,PPB,14.0,1
2020-07-11T07:00:00,10.0,PM2.5,UG/M3,2.5,1.0,15,OZONE,PPB,16.0,1
2020-07-11T08:00:00,10.0,PM2.5,UG/M3,2.4,1.0,17,OZONE,PPB,18.0,1
2020-07-11T09:00:00,20.0,PM2.5,UG/M3,4.8,1.0,19,OZONE,PPB,21.0,1
2020-07-11T10:00:00,31.0,PM2.5,UG/M3,7.4,1.0,22,OZONE,PPB,24.0,1
2020-07-11T11:00:00,34.0,PM2.5,UG/M3,8.2,1.0,25,OZONE,PPB,27.0,1
2020-07-11T12:00:00,42.0,PM2.5,UG/M3,10.0,1.0,27,OZONE,PPB,29.0,1
2020-07-11T13:00:00,34.0,PM2.5,UG/M3,8.1,1.0,30,OZONE,PPB,32.0,1
2020-07-11T14:00:00,30.0,PM2.5,UG/M3,7.3,1.0,31,OZONE,PPB,34.0,1
2020-07-11T15:00:00,34.0,PM2.5,UG/M3,8.1,1.0,31,OZONE,PPB,34.0,1
2020-07-11T16:00:00,30.0,PM2.5,UG/M3,7.3,1.0,33,OZONE,PPB,36.0,1
2020-07-11T17:00:00,25.0,PM2.5,UG/M3,6.0,1.0,33,OZONE,PPB,36.0,1
2020-07-11T18:00:00,25.0,PM2.5,UG/M3,5.9,1.0,32,OZONE,PPB,35.0,1
2020-07-11T19:00:00,25.0,PM2.5,UG/M3,6.0,1.0,31,OZONE,PPB,33.0,1
2020-07-11T20:00:00,25.0,PM2.5,UG/M3,6.0,1.0,30,OZONE,PPB,32.0,1
2020-07-11T21:00:00,25.0,PM2.5,UG/M3,6.1,1.0,29,OZONE,PPB,31.0,1
2020-07-11T22:00:00,24.0,PM2.5,UG/M3,5.8,1.0,28,OZONE,PPB,30.0,1
2020-07-11T23:00:00,23.0,PM2.5,UG/M3,5.5,1.0,28,OZONE,PPB,30.0,1
2020-07-12T00:00:00,22.0,PM2.5,UG/M3,5.2,1.0,25,OZONE,PPB,27.0,1
2020-07-12T01:00:00,20.0,PM2.5,UG/M3,4.7,1.0,24,OZONE,PPB,26.0,1
2020-07-12T02:00:00,19.0,PM2.5,UG/M3,4.5,1.0,23,OZONE,PPB,25.0,1
2020-07-12T03:00:00,18.0,PM2.5,UG/M3,4.2,1.0,23,OZONE,PPB,25.0,1
2020-07-12T04:00:00,16.0,PM2.5,UG/M3,3.9,1.0,23,OZONE,PPB,25.0,1
2020-07-12T05:00:00,15.0,PM2.5,UG/M3,3.6,1.0,22,OZONE,PPB,24.0,1
2020-07-12T06:00:00,14.0,PM2.5,UG/M3,3.3,1.0,23,OZONE,PPB,25.0,1
2020-07-12T07:00:00,13.0,PM2.5,UG/M3,3.2,1.0,24,OZONE,PPB,26.0,1
2020-07-12T08:00:00,14.0,PM2.5,UG/M3,3.4,1.0,25,OZONE,PPB,27.0,1
2020-07-12T09:00:00,14.0,PM2.5,UG/M3,3.3,1.0,26,OZONE,PPB,28.0,1
2020-07-12T10:00:00,15.0,PM2.5,UG/M3,3.7,1.0,28,OZONE,PPB,30.0,1
2020-07-12T11:00:00,16.0,PM2.5,UG/M3,3.8,1.0,30,OZONE,PPB,32.0,1
2020-07-12T12:00:00,16.0,PM2.5,UG/M3,3.9,1.0,31,OZONE,PPB,34.0,1
2020-07-12T13:00:00,16.0,PM2.5,UG/M3,3.9,1.0,33,OZONE,PPB,36.0,1
2020-07-12T14:00:00,16.0,PM2.5,UG/M3,3.8,1.0,34,OZONE,PPB,37.0,1
2020-07-12T15:00:00,15.0,PM2.5,UG/M3,3.7,1.0,34,OZONE,PPB,37.0,1
2020-07-12T16:00:00,15.0,PM2.5,UG/M3,3.6,1.0,35,OZONE,PPB,38.0,1
2020-07-12T17:00:00,16.0,PM2.5,UG/M3,3.8,1.0,35,OZONE,PPB,38.0,1
2020-07-12T18:00:00,16.0,PM2.5,UG/M3,3.8,1.0,35,OZONE,PPB,38.0,1
2020-07-12T19:00:00,16.0,PM2.5,UG/M3,3.8,1.0,36,OZONE,PPB,39.0,1
2020-07-12T20:00:00,15.0,PM2.5,UG/M3,3.7,1.0,37,OZONE,PPB,40.0,1
2020-07-12T21:00:00,16.0,PM2.5,UG/M3,3.8,1.0,37,OZONE,PPB,40.0,1
2020-07-12T22:00:00,16.0,PM2.5,UG/M3,3.9,1.0,38,OZONE,PPB,41.0,1
2020-07-12T23:00:00,16.0,PM2.5,UG/M3,3.9,1.0,38,OZONE,PPB,41.0,1
2020-07-13T00:00:00,17.0,PM2.5,UG/M3,4.0,1.0,38,OZONE,PPB,41.0,1
2020-07-13T01:00:00,16.0,PM2.5,UG/M3,3.9,1.0,37,OZONE,PPB,40.0,1
2020-07-13T02:00:00,16.0,PM2.5,UG/M3,3.9,1.0,37,OZONE,PPB,40.0,1
2020-07-13T03:00:00,16.0,PM2.5,UG/M3,3.9,1.0,36,OZONE,PPB,39.0,1
2020-07-13T04:00:00,17.0,PM2.5,UG/M3,4.0,1.0,34,OZONE,PPB,37.0,1
2020-07-13T05:00:00,17.0,PM2.5,UG/M3,4.1,1.0,32,OZONE,PPB,35.0,1
2020-07-13T06:00:00,17.0,PM2.5,UG/M3,4.1,1.0,32,OZONE,PPB,35.0,1
2020-07-13T07:00:00,17.0,PM2.5,UG/M3,4.1,1.0,32,OZONE,PPB,35.0,1
2020-07-13T08:00:00,16.0,PM2.5,UG/M3,3.8,1.0,34,OZONE,PPB,37.0,1
2020-07-13T09:00:00,16.0,PM2.5,UG/M3,3.9,1.0,35,OZONE,PPB,38.0,1
2020-07-13T10:00:00,14.0,PM2.5,UG/M3,3.4,1.0,36,OZONE,PPB,39.0,1
2020-07-13T11:00:00,12.0,PM2.5,UG/M3,2.9,1.0,37,OZONE,PPB,40.0,1
2020-07-13T12:00:00,12.0,PM2.5,UG/M3,2.8,1.0,39,OZONE,PPB,42.0,1
2020-07-13T13:00:00,12.0,PM2.5,UG/M3,2.8,1.0,41,OZONE,PPB,44.0,1
2020-07-13T14:00:00,12.0,PM2.5,UG/M3,2.8,1.0,42,OZONE,PPB,45.0,1
2020-07-13T15:00:00,12.0,PM2.5,UG/M3,2.8,1.0,42,OZONE,PPB,45.0,1
2020-07-13T16:00:00,12.0,PM2.5,UG/M3,2.8,1.0,41,OZONE,PPB,44.0,1
2020-07-13T17:00:00,11.0,PM2.5,UG/M3,2.7,1.0,39,OZONE,PPB,42.0,1
2020-07-13T18:00:00,12.0,PM2.5,UG/M3,2.8,1.0,38,OZONE,PPB,41.0,1
2020-07-13T19:00:00,12.0,PM2.5,UG/M3,2.8,1.0,36,OZONE,PPB,39.0,1
