datetime,AQI_PM2.5,AQI_OZONE
2021-01-01T00:00:00,45,14
2021-01-01T01:00:00,44,14
2021-01-01T02:00:00,44,14
2021-01-01T03:00:00,44,13
2021-01-01T04:00:00,43,12
2021-01-01T05:00:00,43,12
2021-01-01T06:00:00,42,12
2021-01-01T07:00:00,41,13
2021-01-01T08:00:00,40,14
2021-01-01T09:00:00,40,15
2021-01-01T10:00:00,40,16
2021-01-01T11:00:00,40,17
2021-01-01T12:00:00,39,18
2021-01-01T13:00:00,38,18
2021-01-01T14:00:00,36,17
2021-01-01T15:00:00,35,16
2021-01-01T16:00:00,34,14
2021-01-01T17:00:00,33,13
2021-01-01T18:00:00,33,12
2021-01-01T19:00:00,33,12
2021-01-01T20:00:00,32,12
2021-01-01T21:00:00,33,12
2021-01-01T22:00:00,33,12
2021-01-01T23:00:00,32,12
2021-01-02T00:00:00,33,12
2021-01-02T01:00:00,33,11
2021-01-02T02:00:00,33,11
2021-01-02T03:00:00,33,10
2021-01-02T04:00:00,34,8
2021-01-02T05:00:00,35,7
2021-01-02T06:00:00,35,6
2021-01-02T07:00:00,36,7
2021-01-02T08:00:00,37,9
2021-01-02T09:00:00,38,10
2021-01-02T10:00:00,38,12
2021-01-02T11:00:00,39,14
2021-01-02T12:00:00,39,17
2021-01-02T13:00:00,40,19
2021-01-02T14:00:00,41,20
2021-01-02T15:00:00,41,20
2021-01-02T16:00:00,42,20
2021-01-02T17:00:00,42,20
2021-01-02T18:00:00,42,19
2021-01-02T19:00:00,42,19
2021-01-02T20:00:00,42,19
2021-01-02T21:00:00,42,18
2021-01-02T22:00:00,43,17
2021-01-02T23:00:00,43,17
2021-01-03T00:00:00,43,16
2021-01-03T01:00:00,43,16
2021-01-03T02:00:00,43,16
2021-01-03T03:00:00,43,15
2021-01-03T04:00:00,43,15
2021-01-03T05:00:00,43,14
2021-01-03T06:00:00,43,14
2021-01-03T07:00:00,42,13
2021-01-03T08:00:00,42,13
2021-01-03T09:00:00,41,13
2021-01-03T10:00:00,40,13
2021-01-03T11:00:00,40,14
2021-01-03T12:00:00,40,14
2021-01-03T13:00:00,40,15
2021-01-03T14:00:00,40,16
2021-01-03T15:00:00,41,15
2021-01-03T16:00:00,41,15
2021-01-03T17:00:00,41,14
2021-01-03T18:00:00,42,14
2021-01-03T19:00:00,41,13
2021-01-03T20:00:00,40,13
2021-01-03T21:00:00,40,12
2021-01-03T22:00:00,40,12
2021-01-03T23:00:00,40,12
2021-01-04T00:00:00,40,12
2021-01-04T01:00:00,40,12
2021-01-04T02:00:00,39,12
2021-01-04T03:00:00,39,12
2021-01-04T04:00:00,38,12
2021-01-04T05:00:00,38,12
2021-01-04T06:00:00,38,11
2021-01-04T07:00:00,37,12
2021-01-04T08:00:00,37,13
2021-01-04T09:00:00,37,14
2021-01-04T10:00:00,37,15
2021-01-04T11:00:00,37,16
2021-01-04T12:00:00,36,17
2021-01-04T13:00:00,36,18
2021-01-04T14:00:00,36,18
2021-01-04T15:00:00,36,19
2021-01-04T16:00:00,36,17
