datetime,AQI_PM2.5,AQI_OZONE
2020-12-16T00:00:00,21,19.0
2020-12-16T01:00:00,20,19.0
2020-12-16T02:00:00,21,19.0
2020-12-16T03:00:00,21,18.0
2020-12-16T04:00:00,21,17.0
2020-12-16T05:00:00,22,15.0
2020-12-16T06:00:00,22,14.0
2020-12-16T07:00:00,22,12.0
2020-12-16T08:00:00,22,11.0
2020-12-16T09:00:00,22,9.0
2020-12-16T10:00:00,21,9.0
2020-12-16T11:00:00,21,9.0
2020-12-16T12:00:00,20,10.0
2020-12-16T13:00:00,20,10.0
2020-12-16T14:00:00,19,9.0
2020-12-16T15:00:00,18,9.0
2020-12-16T16:00:00,18,9.0
2020-12-16T17:00:00,19,10.0
2020-12-16T18:00:00,18,10.0
2020-12-16T19:00:00,18,11.0
2020-12-16T20:00:00,18,13.0
2020-12-16T21:00:00,18,15.0
2020-12-16T22:00:00,18,17.0
2020-12-16T23:00:00,18,18.0
2020-12-17T00:00:00,18,19.0
2020-12-17T01:00:00,19,20.0
2020-12-17T02:00:00,19,21.0
2020-12-17T03:00:00,19,22.0
2020-12-17T04:00:00,19,22.0
2020-12-17T05:00:00,18,22.0
2020-12-17T06:00:00,19,23.0
2020-12-17T07:00:00,19,23.0
2020-12-17T08:00:00,19,24.0
2020-12-17T09:00:00,20,24.0
2020-12-17T10:00:00,21,25.0
2020-12-17T11:00:00,22,25.0
2020-12-17T12:00:00,23,25.0
2020-12-17T13:00:00,24,25.0
2020-12-17T14:00:00,25,24.0
2020-12-17T15:00:00,25,24.0
2020-12-17T16:00:00,26,23.0
2020-12-17T17:00:00,26,22.0
2020-12-17T18:00:00,27,21.0
2020-12-17T19:00:00,27,19.0
2020-12-17T20:00:00,27,19.0
2020-12-17T21:00:00,27,18.0
2020-12-17T22:00:00,27,17.0
2020-12-17T23:00:00,27,16.0
2020-12-18T00:00:00,27,16.0
2020-12-18T01:00:00,27,17.0
2020-12-18T02:00:00,27,17.0
2020-12-18T03:00:00,27,17.0
2020-12-18T04:00:00,28,17.0
2020-12-18T05:00:00,28,17.0
2020-12-18T06:00:00,28,17.0
2020-12-18T07:00:00,29,17.0
2020-12-18T08:00:00,29,17.0
2020-12-18T09:00:00,30,17.0
2020-12-18T10:00:00,30,18.0
2020-12-18T11:00:00,31,18.0
2020-12-18T12:00:00,32,19.0
2020-12-18T13:00:00,33,19.0
2020-12-18T14:00:00,33,18.0
2020-12-18T15:00:00,34,18.0
2020-12-18T16:00:00,35,17.0
2020-12-18T17:00:00,35,15.0
2020-12-18T18:00:00,35,14.0
2020-12-18T19:00:00,36,12.0
2020-12-18T20:00:00,37,11.0
2020-12-18T21:00:00,37,11.0
2020-12-18T22:00:00,38,11.0
2020-12-18T23:00:00,39,9.0
2020-12-19T00:00:00,40,9.0
2020-12-19T01:00:00,40,9.0
