datetime,Minimum Temperature,Maximum Temperature,Temperature,Dew Point,Relative Humidity,Wind Speed,Wind Direction,Precipitation,Precipitation Cover,Snow Depth,Visibility,Cloud Cover,Sea Level Pressure,Conditions
2021-04-16T00:00:00,49.0,49.0,49.0,34.0,55.99,6.3,29.0,0.0,,0.0,9.9,64.7,1018.6,Partially cloudy
2021-04-16T01:00:00,47.9,47.9,47.9,33.4,56.9,6.0,29.0,0.0,,0.0,9.9,51.8,1018.7,Partially cloudy
2021-04-16T02:00:00,47.6,47.6,47.6,33.6,57.99,7.2,51.0,0.0,,0.0,9.5,72.1,1018.3,Partially cloudy
2021-04-16T03:00:00,45.3,45.3,45.3,36.2,70.36,5.2,103.0,0.01,,0.0,9.5,69.1,1018.0,Rain Partially cloudy
2021-04-16T04:00:00,44.2,44.2,44.2,37.9,78.16,4.8,25.0,0.01,,0.0,9.9,73.0,1017.8,Rain Partially cloudy
2021-04-16T05:00:00,43.4,43.4,43.4,37.2,78.81,3.3,358.0,0.01,,0.0,7.8,73.0,1017.7,Rain Partially cloudy
2021-04-16T06:00:00,42.4,42.4,42.4,37.2,81.62,4.8,11.0,0.05,,0.0,7.8,72.1,1017.3,Rain Partially cloudy
2021-04-16T07:00:00,42.3,42.3,42.3,37.4,82.66,4.2,16.0,0.01,,0.0,7.8,71.4,1017.5,Rain Partially cloudy
2021-04-16T08:00:00,42.1,42.1,42.1,37.7,84.28,4.9,356.0,0.01,,0.0,7.2,72.1,1017.8,Rain Partially cloudy
2021-04-16T09:00:00,41.6,41.6,41.6,39.1,90.53,5.5,355.0,0.03,,0.0,6.2,73.0,1017.9,Rain Partially cloudy
2021-04-16T10:00:00,41.1,41.1,41.1,38.5,90.15,7.2,356.0,0.01,,0.0,7.8,73.0,1017.7,Rain Partially cloudy
2021-04-16T11:00:00,41.6,41.6,41.6,39.0,90.35,6.7,8.0,0.05,,0.0,5.0,71.8,1018.1,Rain Partially cloudy
2021-04-16T12:00:00,41.4,41.4,41.4,39.1,91.37,7.5,355.0,0.05,,0.0,4.4,73.0,1018.3,Rain Partially cloudy
2021-04-16T13:00:00,42.2,42.2,42.2,38.6,86.97,7.0,5.0,0.02,,0.0,7.2,72.6,1018.2,Rain Partially cloudy
2021-04-16T14:00:00,42.6,42.6,42.6,39.0,86.9,7.7,11.0,0.01,,0.0,8.9,72.1,1018.0,Rain Partially cloudy
2021-04-16T15:00:00,43.4,43.4,43.4,39.8,86.81,9.4,14.0,0.03,,0.0,9.3,73.0,1017.6,Rain Partially cloudy
2021-04-16T16:00:00,43.4,43.4,43.4,40.2,88.35,9.3,14.0,0.02,,0.0,8.3,73.0,1017.3,Rain Partially cloudy
2021-04-16T17:00:00,43.9,43.9,43.9,40.4,87.22,8.1,21.0,0.0,,0.0,9.9,73.0,1017.2,Partially cloudy
2021-04-16T18:00:00,43.4,43.4,43.4,39.7,86.69,5.6,12.0,0.0,,0.0,9.9,73.0,1017.5,Partially cloudy
2021-04-16T19:00:00,43.5,43.5,43.5,40.4,88.74,5.5,16.0,0.01,,0.0,9.9,73.0,1017.6,Rain Partially cloudy
2021-04-16T20:00:00,43.0,43.0,43.0,40.3,90.25,4.2,356.0,0.0,,0.0,9.9,73.0,1017.9,Partially cloudy
2021-04-16T21:00:00,42.4,42.4,42.4,39.6,89.69,4.4,347.0,0.01,,0.0,8.9,73.0,1018.6,Rain Partially cloudy
2021-04-16T22:00:00,42.2,42.2,42.2,39.7,90.67,4.3,350.0,0.0,,0.0,8.9,73.0,1019.3,Partially cloudy
2021-04-16T23:00:00,42.0,42.0,42.0,38.8,88.48,4.2,340.0,0.0,,0.0,7.5,71.8,1019.2,Partially cloudy
2021-04-17T00:00:00,42.0,42.0,42.0,39.1,89.06,4.2,330.0,0.0,,0.0,8.9,73.0,1019.4,Partially cloudy
2021-04-17T01:00:00,42.0,42.0,42.0,39.1,89.31,5.0,323.0,0.0,,0.0,9.9,73.0,1019.4,Partially cloudy
2021-04-17T02:00:00,42.1,42.1,42.1,39.0,88.84,6.6,338.0,0.0,,0.0,9.9,73.0,1019.5,Partially cloudy
2021-04-17T03:00:00,41.5,41.5,41.5,38.5,88.69,3.2,343.0,0.0,,0.0,8.9,71.8,1019.2,Partially cloudy
2021-04-17T04:00:00,41.4,41.4,41.4,39.0,90.78,3.8,340.0,0.0,,0.0,9.3,73.0,1019.1,Partially cloudy
2021-04-17T05:00:00,42.0,42.0,42.0,39.0,89.08,5.3,337.0,0.0,,0.0,9.9,73.0,1018.8,Partially cloudy
2021-04-17T06:00:00,41.9,41.9,41.9,38.4,87.22,5.3,320.0,0.0,,0.0,9.9,73.0,1018.9,Partially cloudy
2021-04-17T07:00:00,41.4,41.4,41.4,39.1,91.36,5.4,335.0,0.0,,0.0,9.9,71.8,1019.2,Partially cloudy
