datetime,Minimum Temperature,Maximum Temperature,Temperature,Dew Point,Relative Humidity,Heat Index,Wind Speed,Wind Gust,Wind Direction,Wind Chill,Precipitation,Precipitation Cover,Snow Depth,Visibility,Cloud Cover,Sea Level Pressure,Conditions
2019-03-16T00:00:00,28.6,28.6,28.6,22.9,78.98,,1.1,,280.0,,0.0,,0.0,9.9,0.0,1030.1,Clear
2019-03-16T01:00:00,28.4,28.4,28.4,22.7,79.07,,0.0,,0.0,,0.0,,0.0,9.9,0.0,1029.8,Clear
2019-03-16T02:00:00,27.0,27.0,27.0,22.8,84.02,,2.3,,285.0,,0.0,,0.0,9.9,0.0,1029.9,Clear
2019-03-16T03:00:00,27.4,27.4,27.4,23.3,84.46,,1.1,,275.0,,0.0,,0.0,9.9,0.0,1029.8,Clear
2019-03-16T04:00:00,25.6,25.6,25.6,22.2,87.0,,0.4,,339.0,,0.0,,0.0,9.9,0.0,1029.7,Clear
2019-03-16T05:00:00,25.4,25.4,25.4,21.1,83.33,,2.3,,285.0,,0.0,,0.0,9.9,0.0,1029.8,Clear
2019-03-16T06:00:00,26.9,26.9,26.9,21.0,78.24,,2.3,,275.0,,0.0,,0.0,9.9,0.0,1030.2,Clear
2019-03-16T07:00:00,27.4,27.4,27.4,21.6,78.44,,2.3,,280.0,,0.0,,0.0,9.9,0.0,1030.3,Clear
2019-03-16T08:00:00,31.1,31.1,31.1,21.6,67.56,,6.5,,233.0,24.8,0.0,,0.0,9.9,0.0,1030.2,Clear
2019-03-16T09:00:00,34.7,34.7,34.7,25.6,68.97,,6.9,,224.0,28.8,0.0,,0.0,9.9,0.0,1030.3,Clear
2019-03-16T10:00:00,41.5,41.5,41.5,28.5,59.6,,10.1,,225.0,35.5,0.0,,0.0,9.9,0.0,1030.4,Clear
2019-03-16T11:00:00,47.1,47.1,47.1,31.5,54.43,,14.7,24.2,232.0,41.1,0.0,,0.0,9.9,0.0,1030.2,Clear
2019-03-16T12:00:00,50.7,50.7,50.7,33.4,51.39,,12.1,21.9,252.0,,0.0,,0.0,9.9,0.0,1029.8,Clear
2019-03-16T13:00:00,53.9,53.9,53.9,35.2,48.91,,10.0,21.9,253.0,,0.0,,0.0,9.9,0.0,1029.1,Clear
2019-03-16T14:00:00,57.0,57.0,57.0,37.5,48.01,,12.6,24.2,250.0,,0.0,,0.0,9.9,0.0,1028.2,Clear
2019-03-16T15:00:00,59.2,59.2,59.2,37.7,44.68,,11.2,19.4,289.0,,0.0,,0.0,9.9,0.0,1027.0,Clear
2019-03-16T16:00:00,59.8,59.8,59.8,37.5,43.42,,15.1,20.7,285.0,,0.0,,0.0,9.9,0.0,1026.3,Clear
2019-03-16T17:00:00,60.3,60.3,60.3,27.8,28.91,,9.6,19.9,314.0,,0.0,,0.0,9.9,0.0,1026.0,Clear
2019-03-16T18:00:00,59.2,59.2,59.2,27.2,29.25,,10.3,16.1,319.0,,0.0,,0.0,9.9,0.0,1025.8,Clear
2019-03-16T19:00:00,56.1,56.1,56.1,28.9,35.14,,9.2,,335.0,,0.0,,0.0,9.9,0.0,1026.0,Clear
2019-03-16T20:00:00,50.4,50.4,50.4,30.6,46.34,,6.5,,339.0,,0.0,,0.0,9.9,0.0,1026.7,Clear
2019-03-16T21:00:00,46.5,46.5,46.5,30.4,53.17,,4.8,,341.0,44.3,0.0,,0.0,9.9,0.0,1027.3,Clear
2019-03-16T22:00:00,44.1,44.1,44.1,30.0,57.38,,4.6,,360.0,41.6,0.0,,0.0,9.9,0.0,1027.5,Clear
2019-03-16T23:00:00,41.1,41.1,41.1,28.8,61.38,,2.7,,358.0,,0.0,,0.0,9.9,0.0,1027.6,Clear
2019-03-17T00:00:00,39.1,39.1,39.1,29.1,67.23,,4.7,,21.0,35.6,0.0,,0.0,9.9,0.0,1027.9,Clear
2019-03-17T01:00:00,36.7,36.7,36.7,29.1,73.69,,2.0,,347.0,,0.0,,0.0,9.9,0.0,1028.1,Clear
2019-03-17T02:00:00,36.0,36.0,36.0,28.5,73.93,,4.5,,344.0,32.2,0.0,,0.0,9.9,0.0,1028.3,Clear
2019-03-17T03:00:00,35.5,35.5,35.5,27.9,73.72,,0.0,,0.0,,0.0,,0.0,9.9,0.0,1028.6,Clear
2019-03-17T04:00:00,32.4,32.4,32.4,27.9,83.05,,5.3,,8.0,27.3,0.0,,0.0,9.9,0.0,1028.4,Clear
2019-03-17T05:00:00,30.2,30.2,30.2,27.1,88.11,,0.0,,0.0,,0.0,,0.0,9.9,0.0,1028.4,Clear
2019-03-17T06:00:00,26.2,26.2,26.2,24.3,92.54,,1.8,,6.0,,0.0,,0.0,7.8,0.0,1028.6,Clear
2019-03-17T07:00:00,27.3,27.3,27.3,26.0,94.84,,0.0,,0.0,,0.0,,0.0,7.8,0.0,1029.0,Clear
2019-03-17T08:00:00,27.6,27.6,27.6,26.3,94.73,,0.0,,0.0,,0.0,,0.0,8.3,0.0,1029.4,Clear
2019-03-17T09:00:00,32.0,32.0,32.0,29.7,90.92,,0.0,,0.0,,0.0,,0.0,8.3,0.0,1029.7,Clear
2019-03-17T10:00:00,35.8,35.8,35.8,31.1,82.7,,4.0,,32.0,32.5,0.0,,0.0,9.9,0.0,1029.8,Clear
2019-03-17T11:00:00,39.8,39.8,39.8,30.0,67.79,,1.6,,15.0,,0.0,,0.0,9.9,0.0,1029.7,Clear
2019-03-17T12:00:00,43.9,43.9,43.9,29.0,55.46,,2.2,,51.0,,0.0,,0.0,9.9,0.0,1029.7,Clear
2019-03-17T13:00:00,47.6,47.6,47.6,27.8,45.88,,3.7,,21.0,46.4,0.0,,0.0,9.9,0.0,1029.1,Clear
2019-03-17T14:00:00,50.2,50.2,50.2,25.9,38.52,,3.6,,17.0,,0.0,,0.0,9.9,0.0,1028.0,Clear
2019-03-17T15:00:00,52.5,52.5,52.5,24.2,33.06,,0.0,,0.0,,0.0,,0.0,9.9,32.5,1027.0,Partially cloudy
2019-03-17T16:00:00,54.6,54.6,54.6,24.8,31.38,,1.8,,331.0,,0.0,,0.0,9.9,0.0,1026.3,Clear
2019-03-17T17:00:00,55.9,55.9,55.9,24.3,29.29,,4.2,,13.0,,0.0,,0.0,9.9,7.9,1025.8,Clear
2019-03-17T18:00:00,55.7,55.7,55.7,25.0,30.4,,1.8,,0.0,,0.0,,0.0,9.9,4.4,1025.7,Clear
2019-03-17T19:00:00,53.6,53.6,53.6,24.6,32.14,,2.5,,40.0,,0.0,,0.0,9.9,0.0,1025.7,Clear
2019-03-17T20:00:00,47.2,47.2,47.2,28.8,48.58,,5.6,,80.0,44.6,0.0,,0.0,9.9,31.1,1026.5,Partially cloudy
2019-03-17T21:00:00,45.3,45.3,45.3,29.7,54.18,,3.1,,35.0,44.2,0.0,,0.0,7.8,48.4,1027.1,Partially cloudy
2019-03-17T22:00:00,42.4,42.4,42.4,30.3,62.14,,3.5,,73.0,40.5,0.0,,0.0,8.9,67.7,1027.8,Partially cloudy
2019-03-17T23:00:00,41.2,41.2,41.2,29.4,62.51,,6.0,,64.0,37.2,0.0,,0.0,9.9,24.1,1028.5,Clear
2019-03-18T00:00:00,39.9,39.9,39.9,29.2,65.1,,5.7,,61.0,35.9,0.0,,0.0,8.9,21.7,1028.0,Clear
2019-03-18T01:00:00,38.4,38.4,38.4,27.7,65.1,,4.2,,57.0,35.4,0.0,,0.0,9.9,25.7,1028.5,Partially cloudy
2019-03-18T02:00:00,37.3,37.3,37.3,28.3,69.69,,4.6,,18.0,33.7,0.0,,0.0,7.8,49.3,1029.1,Partially cloudy
2019-03-18T03:00:00,37.0,37.0,37.0,29.7,74.71,,2.8,,10.0,,0.0,,0.0,9.9,56.6,1029.3,Partially cloudy
2019-03-18T04:00:00,37.1,37.1,37.1,29.7,74.42,,1.5,,360.0,,0.0,,0.0,9.9,65.0,1029.5,Partially cloudy
2019-03-18T05:00:00,36.5,36.5,36.5,29.9,76.83,,2.0,,355.0,,0.0,,0.0,8.9,71.8,1029.5,Partially cloudy
2019-03-18T06:00:00,36.3,36.3,36.3,29.1,75.01,,5.1,,4.0,32.0,0.0,,0.0,9.9,49.5,1030.0,Partially cloudy
2019-03-18T07:00:00,34.6,34.6,34.6,28.0,76.67,,4.5,,7.0,30.6,0.0,,0.0,9.9,40.4,1030.7,Partially cloudy
2019-03-18T08:00:00,33.4,33.4,33.4,29.0,83.65,,4.7,,20.0,29.0,0.0,,0.0,9.9,64.2,1031.3,Partially cloudy
2019-03-18T09:00:00,36.6,36.6,36.6,30.4,78.14,,8.0,,35.0,30.4,0.0,,0.0,9.9,13.3,1031.7,Clear
2019-03-18T10:00:00,41.3,41.3,41.3,30.4,65.1,,8.6,,67.0,35.8,0.0,,0.0,9.9,2.5,1032.1,Clear
2019-03-18T11:00:00,44.7,44.7,44.7,30.3,56.76,,8.5,,65.0,40.1,0.0,,0.0,9.9,3.4,1032.1,Clear
2019-03-18T12:00:00,48.7,48.7,48.7,29.0,46.3,,3.9,,57.0,47.4,0.0,,0.0,9.9,4.4,1031.6,Clear
