datetime,Minimum Temperature,Maximum Temperature,Temperature,Dew Point,Relative Humidity,Wind Speed,Wind Direction,Precipitation,Precipitation Cover,Snow Depth,Visibility,Cloud Cover,Sea Level Pressure,Conditions
2020-08-01T00:00:00,66.1,66.1,66.1,64.8,95.49,0.4,0.0,0.0,,0.0,8.7,0.0,1015.4,Clear
2020-08-01T01:00:00,65.3,65.3,65.3,64.1,96.14,1.6,333.0,0.0,,0.0,9.9,15.3,1015.6,Clear
2020-08-01T02:00:00,64.5,64.5,64.5,63.6,97.01,1.1,338.0,0.0,,0.0,9.9,27.2,1015.4,Partially cloudy
2020-08-01T03:00:00,63.8,63.8,63.8,62.9,96.97,1.1,338.0,0.0,,0.0,9.9,22.6,1015.4,Clear
2020-08-01T04:00:00,63.1,63.1,63.1,62.2,97.02,2.7,308.0,0.0,,0.0,9.9,24.2,1015.3,Clear
2020-08-01T05:00:00,62.8,62.8,62.8,62.1,97.83,3.5,295.0,0.0,,0.0,9.9,22.6,1015.1,Clear
2020-08-01T06:00:00,61.9,61.9,61.9,61.0,96.62,2.4,295.0,0.0,,0.0,9.9,12.8,1015.3,Clear
2020-08-01T07:00:00,61.4,61.4,61.4,60.4,96.48,0.2,0.0,0.0,,0.0,8.8,1.4,1015.6,Clear
2020-08-01T08:00:00,65.3,65.3,65.3,62.3,89.93,0.0,0.0,0.0,,0.0,9.9,0.0,1015.9,Clear
2020-08-01T09:00:00,68.7,68.7,68.7,63.6,83.68,2.2,344.0,0.0,,0.0,9.9,0.0,1016.3,Clear
2020-08-01T10:00:00,74.0,74.0,74.0,65.1,73.83,4.2,264.0,0.0,,0.0,9.9,0.0,1016.5,Clear
2020-08-01T11:00:00,78.2,78.2,78.2,62.8,59.2,5.0,320.0,0.0,,0.0,9.9,0.0,1016.2,Clear
2020-08-01T12:00:00,79.4,79.4,79.4,61.7,54.69,5.0,313.0,0.0,,0.0,9.9,36.4,1016.2,Partially cloudy
2020-08-01T13:00:00,78.9,78.9,78.9,61.7,55.58,4.5,357.0,0.0,,0.0,9.9,37.0,1015.4,Partially cloudy
2020-08-01T14:00:00,81.0,81.0,81.0,61.1,50.8,4.3,279.0,0.0,,0.0,9.9,0.0,1015.1,Clear
2020-08-01T15:00:00,81.6,81.6,81.6,61.8,51.02,4.8,356.0,0.0,,0.0,9.9,13.7,1014.8,Clear
2020-08-01T16:00:00,82.1,82.1,82.1,62.8,52.12,2.0,307.0,0.0,,0.0,9.9,25.6,1014.5,Partially cloudy
2020-08-01T17:00:00,83.3,83.3,83.3,64.0,52.28,3.7,305.0,0.0,,0.0,9.9,14.3,1013.9,Clear
2020-08-01T18:00:00,82.3,82.3,82.3,65.5,56.89,4.3,249.0,0.0,,0.0,9.9,35.4,1013.6,Partially cloudy
2020-08-01T19:00:00,78.0,78.0,78.0,64.0,62.2,3.3,315.0,0.0,,0.0,9.9,33.5,1013.6,Partially cloudy
2020-08-01T20:00:00,71.7,71.7,71.7,65.6,81.08,10.0,31.0,0.0,,0.0,9.9,39.2,1014.2,Partially cloudy
2020-08-01T21:00:00,68.3,68.3,68.3,65.9,91.92,1.9,311.0,0.0,,0.0,9.9,12.9,1014.0,Clear
2020-08-01T22:00:00,67.2,67.2,67.2,65.3,93.5,0.4,347.0,0.0,,0.0,9.9,0.0,1014.3,Clear
2020-08-01T23:00:00,66.7,66.7,66.7,65.1,94.84,1.5,348.0,0.0,,0.0,9.9,12.9,1014.5,Clear
2020-08-02T00:00:00,65.5,65.5,65.5,64.7,97.12,0.6,349.0,0.0,,0.0,9.9,12.9,1014.7,Clear
2020-08-02T01:00:00,65.5,65.5,65.5,64.1,95.32,0.3,0.0,0.0,,0.0,8.8,0.0,1014.9,Clear
2020-08-02T02:00:00,65.4,65.4,65.4,64.2,95.83,1.5,349.0,0.0,,0.0,9.9,1.4,1014.9,Clear
2020-08-02T03:00:00,65.8,65.8,65.8,64.7,96.36,2.5,334.0,0.0,,0.0,9.9,0.0,1015.0,Clear
2020-08-02T04:00:00,66.4,66.4,66.4,64.7,94.29,1.2,338.0,0.0,,0.0,9.9,12.8,1015.2,Clear
2020-08-02T05:00:00,65.8,65.8,65.8,64.1,94.27,3.2,335.0,0.0,,0.0,9.9,12.9,1015.2,Clear
2020-08-02T06:00:00,64.0,64.0,64.0,62.8,96.02,2.8,266.0,0.0,,0.0,9.9,22.6,1015.6,Clear
2020-08-02T07:00:00,64.1,64.1,64.1,62.1,93.24,2.9,344.0,0.0,,0.0,9.9,0.0,1016.1,Clear
2020-08-02T08:00:00,66.1,66.1,66.1,62.7,88.8,4.6,335.0,0.0,,0.0,9.9,13.7,1016.6,Clear
2020-08-02T09:00:00,69.1,69.1,69.1,62.7,80.15,5.5,325.0,0.0,,0.0,9.9,1.4,1017.0,Clear
