datetime,Minimum Temperature,Maximum Temperature,Temperature,Dew Point,Relative Humidity,Heat Index,Wind Speed,Wind Gust,Wind Direction,Wind Chill,Precipitation,Precipitation Cover,Snow Depth,Visibility,Cloud Cover,Sea Level Pressure,Conditions
2019-05-01T00:00:00,51.2,51.2,51.2,50.0,95.48,,4.2,,341.0,,0.0,,0.0,4.3,68.4,1012.1,Partially cloudy
2019-05-01T01:00:00,51.2,51.2,51.2,50.0,95.48,,5.5,,307.0,,0.0,,0.0,3.5,73.0,1012.2,Partially cloudy
2019-05-01T02:00:00,51.3,51.3,51.3,50.0,95.47,,4.6,,304.0,,0.0,,0.0,5.8,72.5,1012.6,Partially cloudy
2019-05-01T03:00:00,51.2,51.2,51.2,49.3,93.29,,2.0,,355.0,,0.0,,0.0,7.2,70.4,1011.9,Partially cloudy
2019-05-01T04:00:00,50.7,50.7,50.7,48.7,92.84,,5.9,,357.0,,0.0,,0.0,8.3,70.6,1011.7,Partially cloudy
2019-05-01T05:00:00,50.7,50.7,50.7,48.0,90.61,,3.1,,360.0,,0.0,,0.0,9.9,67.6,1012.3,Partially cloudy
2019-05-01T06:00:00,49.7,49.7,49.7,47.5,92.02,,3.9,,358.0,48.6,0.0,,0.0,8.9,70.1,1012.8,Partially cloudy
2019-05-01T07:00:00,50.0,50.0,50.0,47.3,90.41,,1.1,,10.0,,0.11,,0.0,8.9,73.0,1013.4,Rain Partially cloudy
2019-05-01T08:00:00,50.2,50.2,50.2,47.4,90.11,,3.0,,9.0,,0.0,,0.0,7.5,70.6,1014.2,Partially cloudy
2019-05-01T09:00:00,50.5,50.5,50.5,48.1,91.52,,4.9,,32.0,,0.0,,0.0,2.4,70.6,1014.5,Partially cloudy
2019-05-01T10:00:00,50.5,50.5,50.5,48.6,93.06,,7.1,,20.0,,0.0,,0.0,3.7,67.7,1014.8,Partially cloudy
2019-05-01T11:00:00,51.3,51.3,51.3,48.2,88.89,,7.4,,33.0,,0.0,,0.0,8.0,73.0,1015.0,Partially cloudy
2019-05-01T12:00:00,52.7,52.7,52.7,48.1,84.16,,5.1,,22.0,,0.0,,0.0,9.9,73.0,1015.3,Partially cloudy
2019-05-01T13:00:00,53.6,53.6,53.6,48.2,81.8,,6.8,,29.0,,0.0,,0.0,9.9,73.0,1015.0,Partially cloudy
2019-05-01T14:00:00,54.5,54.5,54.5,48.6,80.32,,3.9,,360.0,,0.0,,0.0,9.9,70.4,1015.6,Partially cloudy
2019-05-01T15:00:00,54.9,54.9,54.9,49.4,81.67,,4.2,,20.0,,0.0,,0.0,9.9,73.0,1015.6,Partially cloudy
2019-05-01T16:00:00,56.3,56.3,56.3,48.9,76.12,,4.5,,25.0,,0.0,,0.0,9.9,70.6,1015.2,Partially cloudy
2019-05-01T17:00:00,56.7,56.7,56.7,49.5,76.88,,6.3,,30.0,,0.0,,0.0,9.9,73.0,1014.9,Partially cloudy
2019-05-01T18:00:00,56.6,56.6,56.6,50.1,78.77,,5.0,,15.0,,0.0,,0.0,9.9,73.0,1015.3,Partially cloudy
2019-05-01T19:00:00,56.0,56.0,56.0,49.5,78.71,,5.8,,23.0,,0.0,,0.0,9.9,73.0,1016.3,Partially cloudy
2019-05-01T20:00:00,54.9,54.9,54.9,49.4,81.74,,7.2,,11.0,,0.0,,0.0,9.9,73.0,1017.0,Partially cloudy
2019-05-01T21:00:00,53.4,53.4,53.4,48.8,84.51,,8.3,,9.0,,0.01,,0.0,8.8,70.6,1017.1,Rain Partially cloudy
2019-05-01T22:00:00,52.7,52.7,52.7,47.4,82.13,,8.4,,20.0,,0.0,,0.0,9.9,69.8,1017.3,Partially cloudy
2019-05-01T23:00:00,52.2,52.2,52.2,46.8,82.06,,8.2,,8.0,,0.0,,0.0,9.9,72.5,1018.1,Partially cloudy
2019-05-02T00:00:00,50.5,50.5,50.5,45.6,83.12,,8.8,17.2,340.0,,0.0,,0.0,9.9,57.6,1019.3,Partially cloudy
2019-05-02T01:00:00,49.6,49.6,49.6,43.6,79.76,,10.0,,359.0,45.6,0.0,,0.0,9.9,45.3,1019.9,Partially cloudy
2019-05-02T02:00:00,48.9,48.9,48.9,43.1,80.49,,10.1,,360.0,44.6,0.0,,0.0,9.8,56.2,1019.8,Partially cloudy
2019-05-02T03:00:00,47.5,47.5,47.5,43.1,84.39,,5.8,,337.0,44.8,0.03,,0.0,8.2,57.5,1020.3,Rain Partially cloudy
2019-05-02T04:00:00,46.7,46.7,46.7,44.1,90.85,,5.2,,302.0,44.1,0.04,,0.0,8.3,43.1,1021.3,Rain Partially cloudy
2019-05-02T05:00:00,46.7,46.7,46.7,43.6,89.14,,5.7,,332.0,43.9,0.0,,0.0,9.9,29.4,1021.6,Partially cloudy
2019-05-02T06:00:00,45.7,45.7,45.7,43.0,90.18,,6.2,,354.0,42.4,0.0,,0.0,9.1,13.3,1021.1,Clear
2019-05-02T07:00:00,45.0,45.0,45.0,42.3,90.29,,7.0,,352.0,41.2,0.0,,0.0,7.7,2.5,1021.1,Clear
2019-05-02T08:00:00,46.0,46.0,46.0,42.4,87.19,,6.9,,3.0,42.4,0.0,,0.0,9.9,22.2,1021.9,Clear
2019-05-02T09:00:00,48.6,48.6,48.6,44.1,84.39,,9.4,,343.0,44.5,0.0,,0.0,9.9,24.6,1022.2,Clear
2019-05-02T10:00:00,51.8,51.8,51.8,44.2,75.37,,12.2,,13.0,,0.0,,0.0,9.9,45.9,1022.0,Partially cloudy
