datetime,Minimum Temperature,Maximum Temperature,Temperature,Dew Point,Relative Humidity,Heat Index,Wind Speed,Wind Gust,Wind Direction,Wind Chill,Precipitation,Precipitation Cover,Snow Depth,Visibility,Cloud Cover,Sea Level Pressure,Conditions
2019-06-01T00:00:00,67.3,67.3,67.3,59.0,74.8,,2.9,,358.0,,0.0,,0.0,9.9,0.0,1012.3,Clear
2019-06-01T01:00:00,65.2,65.2,65.2,58.4,78.59,,2.2,,54.0,,0.0,,0.0,9.9,0.0,1012.2,Clear
2019-06-01T02:00:00,63.5,63.5,63.5,58.4,83.48,,1.7,,50.0,,0.0,,0.0,9.9,0.0,1011.8,Clear
2019-06-01T03:00:00,62.7,62.7,62.7,58.4,85.77,,2.2,,53.0,,0.0,,0.0,9.9,0.0,1011.5,Clear
2019-06-01T04:00:00,62.4,62.4,62.4,57.8,85.2,,1.6,,85.0,,0.0,,0.0,9.9,0.0,1011.5,Clear
2019-06-01T05:00:00,60.8,60.8,60.8,57.7,89.41,,1.6,,90.0,,0.0,,0.0,9.9,0.0,1011.3,Clear
2019-06-01T06:00:00,61.2,61.2,61.2,57.4,87.21,,2.0,,275.0,,0.0,,0.0,9.9,0.0,1011.3,Clear
2019-06-01T07:00:00,60.8,60.8,60.8,58.9,93.23,,0.0,,0.0,,0.0,,0.0,9.9,0.0,1011.3,Clear
2019-06-01T08:00:00,68.1,68.1,68.1,61.0,77.92,,2.7,,267.0,,0.0,,0.0,9.9,0.0,1011.1,Clear
2019-06-01T09:00:00,72.6,72.6,72.6,62.3,70.27,,5.3,,230.0,,0.0,,0.0,9.9,0.0,1011.1,Clear
2019-06-01T10:00:00,77.9,77.9,77.9,63.5,61.24,,5.4,,270.0,,0.0,,0.0,9.9,0.0,1011.3,Clear
2019-06-01T11:00:00,80.4,80.4,80.4,63.7,56.82,81.9,6.8,,331.0,,0.0,,0.0,9.9,0.0,1011.3,Clear
2019-06-01T12:00:00,81.1,81.1,81.1,62.8,53.87,82.4,5.7,,314.0,,0.0,,0.0,9.9,0.0,1011.3,Clear
2019-06-01T13:00:00,83.0,83.0,83.0,62.3,49.7,83.8,8.6,,9.0,,0.0,,0.0,9.9,0.0,1011.4,Clear
2019-06-01T14:00:00,83.9,83.9,83.9,61.8,47.39,84.5,8.5,,9.0,,0.0,,0.0,9.3,0.0,1011.0,Clear
2019-06-01T15:00:00,85.1,85.1,85.1,59.4,41.99,84.8,8.1,,8.0,,0.0,,0.0,9.9,0.0,1011.1,Clear
2019-06-01T16:00:00,84.9,84.9,84.9,59.2,41.95,84.6,10.4,17.7,360.0,,0.0,,0.0,9.9,0.0,1010.6,Clear
2019-06-01T17:00:00,85.6,85.6,85.6,58.4,39.78,84.9,8.6,,5.0,,0.0,,0.0,9.9,0.0,1010.7,Clear
2019-06-01T18:00:00,84.3,84.3,84.3,57.8,40.62,83.7,9.3,,5.0,,0.0,,0.0,9.9,0.0,1010.5,Clear
2019-06-01T19:00:00,83.3,83.3,83.3,56.7,40.35,82.7,8.8,,338.0,,0.0,,0.0,9.9,0.0,1010.1,Clear
2019-06-01T20:00:00,80.4,80.4,80.4,58.5,47.2,80.9,4.9,,333.0,,0.0,,0.0,9.9,0.0,1010.2,Clear
2019-06-01T21:00:00,72.8,72.8,72.8,60.9,66.34,,2.5,,360.0,,0.0,,0.0,9.9,0.0,1011.0,Clear
2019-06-01T22:00:00,70.6,70.6,70.6,59.0,66.93,,2.0,,15.0,,0.0,,0.0,9.9,0.0,1011.4,Clear
2019-06-01T23:00:00,69.4,69.4,69.4,57.3,65.3,,6.0,,14.0,,0.0,,0.0,9.9,0.0,1012.4,Clear
2019-06-02T00:00:00,67.8,67.8,67.8,56.7,67.45,,5.3,,21.0,,0.0,,0.0,9.9,0.0,1013.4,Clear
2019-06-02T01:00:00,65.5,65.5,65.5,55.3,69.55,,5.1,,20.0,,0.0,,0.0,9.9,0.0,1014.3,Clear
2019-06-02T02:00:00,63.9,63.9,63.9,55.1,72.89,,5.4,,28.0,,0.0,,0.0,9.9,0.0,1014.1,Clear
2019-06-02T03:00:00,63.3,63.3,63.3,55.1,74.84,,1.8,,360.0,,0.0,,0.0,9.9,0.0,1014.3,Clear
2019-06-02T04:00:00,60.1,60.1,60.1,55.3,84.15,,4.0,,9.0,,0.0,,0.0,9.9,0.0,1014.0,Clear
2019-06-02T05:00:00,60.0,60.0,60.0,52.9,77.13,,4.5,,16.0,,0.0,,0.0,9.9,0.0,1014.0,Clear
2019-06-02T06:00:00,57.7,57.7,57.7,52.7,83.31,,0.6,,3.0,,0.0,,0.0,9.9,0.0,1014.8,Clear
2019-06-02T07:00:00,57.7,57.7,57.7,55.0,90.87,,0.0,,0.0,,0.0,,0.0,9.9,0.0,1015.9,Clear
2019-06-02T08:00:00,62.5,62.5,62.5,53.9,73.38,,4.7,,39.0,,0.0,,0.0,9.9,0.0,1016.1,Clear
2019-06-02T09:00:00,66.6,66.6,66.6,52.7,61.03,,9.5,,77.0,,0.0,,0.0,9.9,4.4,1016.3,Clear
2019-06-02T10:00:00,68.9,68.9,68.9,50.6,52.06,,9.0,,85.0,,0.0,,0.0,9.9,4.4,1016.6,Clear
