datetime,Minimum Temperature,Maximum Temperature,Temperature,Dew Point,Relative Humidity,Heat Index,Wind Speed,Wind Gust,Wind Direction,Wind Chill,Precipitation,Precipitation Cover,Snow Depth,Visibility,Cloud Cover,Sea Level Pressure,Conditions
2019-03-01T00:00:00,19.9,19.9,19.9,13.1,74.6,,0.4,,5.0,,0.0,,0.0,9.9,24.6,1022.4,Clear
2019-03-01T01:00:00,18.5,18.5,18.5,12.5,77.09,,2.9,,64.0,,0.0,,0.0,9.9,24.6,1022.0,Clear
2019-03-01T02:00:00,17.7,17.7,17.7,11.2,75.43,,3.4,,66.0,12.5,0.0,,0.0,9.9,24.6,1021.7,Clear
2019-03-01T03:00:00,16.3,16.3,16.3,9.5,74.15,,3.4,,68.0,10.9,0.0,,0.0,9.9,12.3,1021.5,Clear
2019-03-01T04:00:00,15.6,15.6,15.6,9.9,77.89,,1.6,,90.0,,0.0,,0.0,9.9,0.0,1021.3,Clear
2019-03-01T05:00:00,15.0,15.0,15.0,9.9,79.61,,1.1,,75.0,,0.0,,0.0,9.9,7.9,1020.9,Clear
2019-03-01T06:00:00,16.6,16.6,16.6,9.4,73.05,,3.4,,83.0,11.2,0.0,,0.0,9.9,29.1,1020.5,Partially cloudy
2019-03-01T07:00:00,17.5,17.5,17.5,10.5,73.67,,3.8,,80.0,11.6,0.0,,0.0,9.9,56.4,1020.3,Partially cloudy
2019-03-01T08:00:00,18.7,18.7,18.7,11.4,72.75,,1.8,,35.0,,0.0,,0.0,9.9,44.1,1020.3,Partially cloudy
2019-03-01T09:00:00,21.4,21.4,21.4,12.2,67.28,,1.6,,70.0,,0.0,,0.0,9.9,70.1,1021.4,Partially cloudy
2019-03-01T10:00:00,25.3,25.3,25.3,14.8,64.08,,1.8,,90.0,,0.0,,0.0,9.9,73.0,1021.0,Partially cloudy
2019-03-01T11:00:00,31.5,31.5,31.5,22.1,68.03,,5.4,,173.0,26.1,0.0,,0.0,9.9,54.0,1021.0,Partially cloudy
2019-03-01T12:00:00,32.4,32.4,32.4,22.2,65.84,,5.9,,157.0,26.8,0.0,,0.0,9.9,56.4,1019.5,Partially cloudy
2019-03-01T13:00:00,34.8,34.8,34.8,24.0,64.35,,5.1,,215.0,30.3,0.0,,0.0,9.9,70.1,1018.9,Partially cloudy
2019-03-01T14:00:00,35.7,35.7,35.7,24.7,63.97,,3.4,,261.0,33.1,0.0,,0.0,9.9,48.4,1019.1,Partially cloudy
2019-03-01T15:00:00,36.4,36.4,36.4,24.2,60.98,,2.0,,300.0,,0.0,,0.0,9.9,27.7,1019.4,Partially cloudy
2019-03-01T16:00:00,37.9,37.9,37.9,25.4,60.5,,3.2,,293.0,35.7,0.0,,0.0,9.9,0.0,1020.2,Clear
2019-03-01T17:00:00,37.4,37.4,37.4,24.9,60.35,,6.1,,292.0,32.6,0.0,,0.0,9.9,0.0,1020.5,Clear
2019-03-01T18:00:00,35.2,35.2,35.2,24.1,63.64,,8.2,,333.0,28.7,0.0,,0.0,9.9,21.7,1021.7,Clear
