AQI,weekday,speed,travel_time,Minimum Temperature,Maximum Temperature,Temperature,Dew Point,Relative Humidity,Precipitation,Snow Depth,Visibility,Cloud Cover,Sea Level Pressure,Conditions,Wx,Wy,Day sin,Day cos,Year sin,Year cos
24.0,2.0,20.173942307692293,358.9839743589744,82.5,82.5,82.5,70.0,66.15999999999988,0.0,0.0,9.900000000000054,0.0,1016.0,0.0,-8.781749364463815,-7.111320418863201,0.5000000000063818,-0.8660254037807542,0.0186997622522292,-0.9998251441585724
28.0,2.0,20.76176282051284,371.75961538461536,84.09999999999961,84.09999999999961,84.09999999999961,69.90000000000018,62.59000000000013,0.0,0.0,9.900000000000054,10.800000000000052,1015.5,0.0,-8.74691936503457,-6.833842376114766,0.2588190451147367,-0.965925826285795,0.017983100465152,-0.9998382909739256
32.0,2.0,18.88339743589744,383.9230769230769,85.4000000000004,85.4000000000004,85.4000000000004,69.5,58.96999999999987,0.0,0.0,9.900000000000054,22.19999999999988,1015.2000000000058,0.0,-7.6412420750489725,-7.912737803725159,3.3727994690733358e-12,-1.0,0.0172664294387723,-0.9998509240954052
35.0,2.0,19.01711538461536,409.06410256410254,86.90000000000042,86.90000000000042,86.90000000000042,68.5,54.58,0.0,0.0,9.900000000000054,13.300000000000075,1014.9000000000004,0.0,-10.66180884799854,-2.266237429913586,-0.2588190450941648,-0.9659258262913072,0.0165497495412989,-0.999863043516521
36.0,2.0,18.429583333333305,388.1602564102564,87.79999999999953,87.79999999999953,87.79999999999953,67.29999999999961,50.70000000000029,0.0,0.0,9.900000000000054,34.5,1014.5999999999996,2.0,-13.001962732098406,-3.241753401035558,-0.5000000000005399,-0.866025403784127,0.0158330611408888,-0.9998746492310469
37.0,2.0,18.48336538461539,396.7884615384616,89.40000000000045,89.40000000000045,89.40000000000045,68.7000000000004,50.72999999999968,0.0,0.0,9.900000000000054,25.600000000000144,1014.0999999999996,2.0,-9.84576676414596,-1.034831786349771,-0.7071067811832563,-0.7071067811898387,0.0151163646058736,-0.9998857412330182
36.0,2.0,16.88022435897435,407.4871794871795,89.90000000000045,89.90000000000045,89.90000000000045,67.90000000000012,48.48999999999982,0.0,0.0,9.900000000000054,0.0,1013.5,0.0,-11.90000000000006,1.4573296909853577e-15,-0.8660254037794725,-0.5000000000086017,0.0143996603044186,-0.9998963195167374
36.0,2.0,17.22073717948718,499.46794871794873,89.59999999999955,89.59999999999955,89.59999999999955,68.0,49.079999999999934,0.0,0.0,9.900000000000054,0.0,1012.7999999999942,0.0,-14.160833383004537,-1.9901753437289484,-0.965925826288898,-0.2588190451031566,0.01368294860475,-0.9999063840767694
35.0,2.0,20.036378205128205,471.34294871794873,88.90000000000045,88.90000000000045,88.90000000000045,68.40000000000013,50.97999999999968,0.0,0.0,9.900000000000054,0.0,1012.5,0.0,-11.157380618627494,-0.976144318773764,-1.0,-5.936143620667855e-12,0.0129662298750977,-0.9999159349079432
34.0,2.0,22.87810897435898,525.0544871794872,88.20000000000047,88.20000000000047,88.20000000000047,66.90000000000012,49.3600000000002,0.0,0.0,9.900000000000054,0.0,1011.5999999999996,0.0,-11.193177262613816,-0.3908743630680081,-0.9659258262919708,0.2588190450916888,0.0122495044836952,-0.999924972005352
31.0,2.0,23.551442307692312,502.65705128205127,86.59999999999958,86.59999999999958,86.59999999999958,68.0,54.1800000000002,0.0,0.0,9.900000000000054,0.0,1011.4000000000004,0.0,-9.383039235653808,1.4861274178821944,-0.8660254037854086,0.4999999999983199,0.0115327727987797,-0.9999334953643526
30.0,2.0,24.9732389937107,407.1981132075472,81.79999999999954,81.79999999999954,81.79999999999954,69.40000000000019,65.9500000000004,0.0,0.0,9.900000000000055,0.0,1011.400000000001,0.0,-7.090269696757432,0.3715852893248988,-0.7071067811916513,0.7071067811814438,0.0108160351885912,-0.999941504980566
28.0,2.0,24.49595041322312,493.5123966942149,78.10000000000002,78.10000000000002,78.10000000000002,69.8999999999998,75.94,0.0,0.0,9.900000000000045,0.0,1012.2000000000044,0.0,0.7063580742871438,-0.3755772502287138,-0.5000000000108216,0.8660254037781908,0.0100992920213731,-0.9999490008498768
27.0,2.0,23.70166666666666,340.2435897435897,76.5,76.5,76.5,69.90000000000018,80.31000000000034,0.0,0.0,9.900000000000054,0.0,1013.0999999999996,0.0,-0.3742410434719671,1.7606656813208534,-0.2588190451056326,0.9659258262882344,0.0093825436653715,-0.999955982968434
25.0,3.0,23.880384615384617,379.5769230769231,77.5,77.5,77.5,69.90000000000018,77.47999999999965,0.0,0.0,9.900000000000054,0.0,1012.9000000000004,0.0,-6.238688833071862,0.8767905360484098,-8.499487772262374e-12,1.0,0.0086657904888352,-0.9999624513326506
23.0,3.0,23.58387820512822,267.9679487179488,76.40000000000028,76.40000000000028,76.40000000000028,69.40000000000016,78.88000000000011,0.0,0.0,9.900000000000054,0.0,1012.7999999999942,0.0,-5.796466796710725,-0.2024170808745041,0.2588190451032689,0.9659258262888678,0.0079490328600154,-0.9999684059392028
19.0,3.0,23.22583333333333,298.3621794871795,74.20000000000043,74.20000000000043,74.20000000000043,69.40000000000016,84.75,0.0,0.0,9.900000000000054,0.0,1013.5,0.0,-4.4167295593006175,-2.549999999999989,0.4999999999961,0.8660254037866904,0.0072322711471657,-0.9999738467850317
18.0,3.0,25.39272435897436,281.02564102564105,73.20000000000043,73.20000000000043,73.20000000000043,69.2999999999996,87.54999999999953,0.0,0.0,9.900000000000054,0.0,1013.0,0.0,-0.9234543869793118,-2.5371700761219644,0.7071067811796312,0.7071067811934638,0.0065155057185417,-0.9999787738673416
18.0,3.0,27.78650641025639,260.16346153846155,73.59999999999977,73.59999999999977,73.59999999999977,69.2999999999996,86.16999999999936,0.0,0.0,9.900000000000054,0.0,1012.4000000000004,0.0,-5.575441324182722,-1.185096637661233,0.8660254037841851,0.5000000000004392,0.0057987369424011,-0.999983187183601
19.0,3.0,31.892852564102583,160.7403846153846,72.90000000000022,72.90000000000022,72.90000000000022,68.59999999999985,86.56000000000041,0.0,0.0,9.900000000000054,0.0,1012.5,0.0,-5.748539898314111,-2.322560879178666,0.9659258262875712,0.2588190451081086,0.0050819651869462,-0.9999870867315432
20.0,3.0,28.727916666666687,269.41346153846155,72.79999999999959,72.79999999999959,72.79999999999959,69.2999999999996,88.7200000000003,0.0,0.0,9.900000000000054,0.0,1012.7999999999942,0.0,-4.592413202933554,-5.282967061559402,1.0,1.1062831923856892e-11,0.0043651908205516,-0.9999904725091636
21.0,3.0,23.3125641025641,258.55128205128204,73.59999999999977,73.59999999999977,73.59999999999977,69.40000000000016,86.72999999999963,0.0,0.0,9.900000000000054,0.0,1012.4000000000004,0.0,0.0471214973806646,-2.699588776922269,0.9659258262895312,-0.2588190451007929,0.0036484142114225,-0.9999933445147232
21.0,3.0,19.228333333333342,374.3397435897436,76.79999999999957,76.79999999999957,76.79999999999957,70.0,79.5,0.0,0.0,9.900000000000054,0.0,1012.2000000000058,0.0,-5.167837840292508,-2.633144898489354,0.866025403787972,-0.4999999999938801,0.0029316357278222,-0.9999957027467464
20.0,3.0,18.060769230769232,363.7019230769231,80.70000000000044,80.70000000000044,80.70000000000044,71.20000000000041,72.97999999999965,0.0,0.0,9.900000000000054,0.0,1012.4000000000004,0.0,-5.119475911334194,-4.773988520437489,0.7071067811952764,-0.7071067811778187,0.0022148557380151,-0.9999975472040218
20.0,3.0,19.15467948717949,367.78205128205127,83.20000000000046,83.20000000000046,83.20000000000046,71.20000000000041,67.24000000000021,0.0,0.0,9.900000000000054,0.0,1012.0999999999996,0.0,-5.800369837034593,-2.7047568751404905,0.5000000000026591,-0.8660254037829034,0.0014980746102661,-0.9999988778856016
20.0,3.0,19.797660256410257,351.323717948718,86.5,86.5,86.5,71.20000000000041,60.62000000000017,0.0,0.0,9.900000000000054,0.0,1011.5999999999996,0.0,-7.513346478731756,-2.4412342555621014,0.2588190451105846,-0.9659258262869076,0.0007812927128409,-0.999999694790802
20.0,3.0,22.022275641025647,335.4423076923077,88.20000000000047,88.20000000000047,88.20000000000047,69.90000000000018,54.830000000000005,0.0,0.0,9.900000000000054,13.300000000000075,1011.5999999999996,0.0,-7.293213626945222,-4.557305672405534,-9.257391529154406e-13,-1.0,6.451041400558988e-05,-0.9999999979192032
20.0,3.0,23.07371794871791,329.5769230769231,88.0,88.0,88.0,69.59999999999984,54.54000000000043,0.0,0.0,9.900000000000054,51.89999999999975,1011.4000000000004,2.0,-9.023750254366798,-2.2498736290769155,-0.2588190450983169,-0.9659258262901947,-0.0006522719179737,-0.99999978727065
54.0,3.0,22.01429487179487,319.9871794871795,90.29999999999951,90.29999999999951,90.29999999999951,70.0,51.579999999999934,0.0,0.0,9.900000000000054,17.100000000000033,1011.0999999999996,0.0,-7.695625992904347,3.1092347253520765,-0.4999999999916601,-0.8660254037892536,-0.0013690539148308,-0.99999906284525
54.0,3.0,19.06291666666668,340.71153846153845,90.90000000000046,90.90000000000046,90.90000000000046,69.0,48.69000000000013,0.0,0.0,9.900000000000054,0.0,1010.7000000000058,0.0,-9.284270401594346,1.4704839713781797,-0.7071067811862959,-0.7071067811867993,-0.0020858352082995,-0.9999978246433758
49.0,3.0,18.009326923076944,373.7019230769231,91.59999999999953,91.59999999999953,91.59999999999953,68.7999999999996,47.3799999999997,0.0,0.0,9.900000000000054,2.5,1009.9000000000004,0.0,-7.707626093681549,4.450000000000025,-0.8660254037816217,-0.500000000004879,-0.0028026154301141,-0.9999960726656636
46.0,3.0,17.714056603773603,464.9496855345912,90.59999999999953,90.59999999999953,90.59999999999953,69.5,50.079999999999934,0.0,0.0,9.900000000000055,19.80000000000011,1009.299999999994,0.0,-9.355568503977862,4.766900247265242,-0.965925826286244,-0.2588190451130606,-0.0035193942120095,-0.9999938069130132
44.0,3.0,18.08766666666666,281.0875,89.7999999999996,89.7999999999996,89.7999999999996,71.10000000000018,54.229999999999706,0.0,0.0,9.900000000000045,37.600000000000165,1008.600000000004,2.0,-11.289055983653952,1.5865733509447566,-1.0,-1.6376049986790785e-12,-0.0042361711857213,-0.9999910273865888
44.0,3.0,20.343174603174614,208.0079365079365,87.70000000000041,87.70000000000041,87.70000000000041,70.10000000000014,56.079999999999934,0.0,0.0,9.900000000000048,0.0,1008.399999999996,0.0,-10.036011667287935,2.3169958597418105,-0.965925826290858,0.2588190450958409,-0.0049529459830428,-0.9999877340878184
41.0,3.0,20.180000000000007,201.08333333333331,83.20000000000044,83.20000000000044,83.20000000000044,70.59999999999992,65.81999999999978,0.0,0.0,9.900000000000052,0.0,1008.5,0.0,-3.3774990747593057,1.9499999999999968,-0.8660254037905353,0.4999999999894403,-0.0056697182355979,-0.999983927018394
35.0,3.0,19.856396761133595,445.1578947368421,80.79999999999963,80.79999999999963,80.79999999999963,70.60000000000015,71.28000000000019,0.0,0.0,9.900000000000045,0.0,1008.7999999999956,0.0,-4.72863765829061,1.9104936264211505,-0.7071067811886118,0.7071067811844833,-0.0063864875751825,-0.999979606180272
31.0,3.0,20.15782258064516,525.8225806451613,79.79999999999963,79.79999999999963,79.79999999999963,67.39999999999976,65.86000000000021,0.0,0.0,9.900000000000045,0.0,1009.5,0.0,-5.613341102386692,2.8601401483591324,-0.5000000000070989,0.8660254037803401,-0.0071032536335369,-0.9999747715756722
27.0,3.0,21.33200000000001,409.22222222222223,79.89999999999989,79.89999999999989,79.89999999999989,70.39999999999975,72.84000000000012,0.0,0.0,9.90000000000004,0.0,1010.0,0.0,-8.180025212130587,0.5720030847018314,-0.2588190451014805,0.965925826289347,-0.0078200160424033,-0.9999694232070782
26.0,4.0,21.06033333333334,430.2166666666666,78.39999999999996,78.39999999999996,78.39999999999996,67.2999999999997,68.87999999999965,0.0,0.0,9.900000000000045,15.300000000000065,1010.600000000004,0.0,-7.564148604794534,-2.604545235657254,-4.2009491502735966e-12,1.0,-0.0085367744335256,-0.999963561077238
28.0,4.0,19.25583333333332,323.74583333333334,76.0,76.0,76.0,67.2999999999997,74.60000000000011,0.0,0.0,9.900000000000045,0.0,1010.5,0.0,-5.43072146832157,-4.09234215743391,0.2588190450933649,0.9659258262915216,-0.00925352843865,-0.9999571851891637
28.0,4.0,21.24958333333332,286.3958333333333,73.5,73.5,73.5,67.7999999999997,82.40000000000005,0.0,0.0,9.900000000000045,0.0,1009.7000000000044,0.0,-0.7725424859373689,-2.377641290737884,0.4999999999998227,0.8660254037845411,-0.0099702776895246,-0.9999502955461304
29.0,4.0,24.56324999999999,221.29166666666663,72.5,72.5,72.5,67.10000000000025,83.29999999999963,0.0,0.0,9.900000000000045,0.0,1009.5,0.0,-4.825557989759817,-0.8508760705679589,0.7071067811826707,0.7071067811904244,-0.0106870218179004,-0.9999428921516786
29.0,4.0,27.01320833333333,184.1375,71.70000000000032,71.70000000000032,71.70000000000032,66.60000000000025,84.0,0.0,0.0,9.900000000000045,0.0,1009.5,0.0,-5.0372105370352,-0.7978157717051764,0.8660254037790585,0.5000000000093189,-0.0114037604555307,-0.9999349750096116
30.0,4.0,29.172041666666697,223.32916666666668,71.5,71.5,71.5,66.70000000000029,84.84999999999992,0.0,0.0,9.900000000000045,0.0,1009.100000000004,0.0,1.2302243876356396,1.8238826596210869,0.9659258262886836,0.2588190451039565,-0.0121204932341716,-0.9999265441239972
30.0,4.0,28.50379166666664,149.0,70.79999999999968,70.79999999999968,70.79999999999968,67.39999999999974,88.8899999999997,0.0,0.0,9.900000000000045,56.39999999999976,1009.7000000000044,2.0,0.362523114814661,-0.1690473046962805,1.0,6.764293301868116e-12,-0.0128372197855823,-0.999917599499167
31.0,4.0,22.815333333333324,196.05,72.70000000000032,72.70000000000032,72.70000000000032,68.2000000000003,85.68999999999987,0.0,0.0,9.900000000000045,4.399999999999988,1010.100000000004,0.0,1.2020815280171258,1.2020815280171258,0.965925826292185,-0.2588190450908889,-0.0135539397415254,-0.9999081411397164
33.0,4.0,19.126000000000012,239.7625,77.0,77.0,77.0,70.6000000000002,80.62000000000015,0.0,0.0,9.900000000000045,0.0,1010.399999999996,0.0,-8.511112328071054,-2.602108172032365,0.8660254037858227,-0.4999999999976027,-0.0142706527337666,-0.999898169050505
35.0,4.0,18.779208333333337,259.7375,80.1,80.1,80.1,71.20000000000032,74.26000000000003,0.0,0.0,9.900000000000045,0.0,1010.399999999996,0.0,-9.697493321292145,-4.522015400625477,0.7071067811922369,-0.7071067811808581,-0.0149873583941321,-0.9998876832366552
