datetime,AQI_PM2.5,AQI_OZONE
2020-04-01T00:00:00,12,31
2020-04-01T01:00:00,12,32
2020-04-01T02:00:00,12,32
2020-04-01T03:00:00,12,32
2020-04-01T04:00:00,12,31
2020-04-01T05:00:00,12,31
2020-04-01T06:00:00,13,31
2020-04-01T07:00:00,13,31
2020-04-01T08:00:00,13,31
2020-04-01T09:00:00,13,31
2020-04-01T10:00:00,14,32
2020-04-01T11:00:00,14,34
2020-04-01T12:00:00,15,36
2020-04-01T13:00:00,15,37
2020-04-01T14:00:00,15,38
2020-04-01T15:00:00,15,38
2020-04-01T16:00:00,15,38
2020-04-01T17:00:00,15,37
2020-04-01T18:00:00,15,35
2020-04-01T19:00:00,15,33
2020-04-01T20:00:00,15,31
2020-04-01T21:00:00,15,30
2020-04-01T22:00:00,15,29
2020-04-01T23:00:00,15,29
2020-04-02T00:00:00,14,28
2020-04-02T01:00:00,14,28
2020-04-02T02:00:00,14,28
2020-04-02T03:00:00,14,29
2020-04-02T04:00:00,14,30
2020-04-02T05:00:00,14,29
2020-04-02T06:00:00,14,29
2020-04-02T07:00:00,14,30
2020-04-02T08:00:00,15,30
2020-04-02T09:00:00,15,31
2020-04-02T10:00:00,15,31
2020-04-02T11:00:00,14,32
2020-04-02T12:00:00,13,33
2020-04-02T13:00:00,13,34
2020-04-02T14:00:00,12,34
2020-04-02T15:00:00,12,35
2020-04-02T16:00:00,11,35
2020-04-02T17:00:00,11,35
2020-04-02T18:00:00,11,35
2020-04-02T19:00:00,11,34
2020-04-02T20:00:00,11,34
2020-04-02T21:00:00,11,33
2020-04-02T22:00:00,11,33
2020-04-02T23:00:00,11,32
2020-04-03T00:00:00,12,32
2020-04-03T01:00:00,13,31
2020-04-03T02:00:00,13,31
2020-04-03T03:00:00,13,29
2020-04-03T04:00:00,13,28
2020-04-03T05:00:00,13,27
2020-04-03T06:00:00,13,25
2020-04-03T07:00:00,13,25
2020-04-03T08:00:00,12,24
2020-04-03T09:00:00,12,23
2020-04-03T10:00:00,11,24
2020-04-03T11:00:00,11,24
2020-04-03T12:00:00,12,25
2020-04-03T13:00:00,12,26
2020-04-03T14:00:00,12,26
2020-04-03T15:00:00,12,27
2020-04-03T16:00:00,12,27
2020-04-03T17:00:00,12,28
2020-04-03T18:00:00,12,28
2020-04-03T19:00:00,12,27
2020-04-03T20:00:00,12,27
2020-04-03T21:00:00,12,27
2020-04-03T22:00:00,12,27
2020-04-03T23:00:00,12,27
2020-04-04T00:00:00,11,27
2020-04-04T01:00:00,10,27
2020-04-04T02:00:00,10,27
2020-04-04T03:00:00,10,26
2020-04-04T04:00:00,10,26
2020-04-04T05:00:00,10,26
2020-04-04T06:00:00,10,25
2020-04-04T07:00:00,11,25
2020-04-04T08:00:00,11,25
2020-04-04T09:00:00,12,26
2020-04-04T10:00:00,12,27
2020-04-04T11:00:00,13,29
2020-04-04T12:00:00,13,31
2020-04-04T13:00:00,13,32
2020-04-04T14:00:00,15,33
2020-04-04T15:00:00,16,33
2020-04-04T16:00:00,17,33
2020-04-04T17:00:00,18,32
2020-04-04T18:00:00,18,32
2020-04-04T19:00:00,19,31
2020-04-04T20:00:00,20,30
2020-04-04T21:00:00,21,27
2020-04-04T22:00:00,23,24
2020-04-04T23:00:00,25,23
2020-04-05T00:00:00,27,21
2020-04-05T01:00:00,29,19
2020-04-05T02:00:00,30,15
2020-04-05T03:00:00,31,11
2020-04-05T04:00:00,32,9
2020-04-05T05:00:00,33,7
2020-04-05T06:00:00,34,7
2020-04-05T07:00:00,35,6
2020-04-05T08:00:00,34,6
2020-04-05T09:00:00,35,6
2020-04-05T10:00:00,35,7
2020-04-05T11:00:00,36,10
2020-04-05T12:00:00,37,13
2020-04-05T13:00:00,38,16
2020-04-05T14:00:00,39,19
2020-04-05T15:00:00,40,21
2020-04-05T16:00:00,41,23
2020-04-05T17:00:00,41,24
2020-04-05T18:00:00,41,24
2020-04-05T19:00:00,40,22
2020-04-05T20:00:00,39,19
2020-04-05T21:00:00,38,16
2020-04-05T22:00:00,37,13
2020-04-05T23:00:00,37,11
2020-04-06T00:00:00,35,9
2020-04-06T01:00:00,33,8
2020-04-06T02:00:00,30,9
2020-04-06T03:00:00,30,12
2020-04-06T04:00:00,30,15
2020-04-06T05:00:00,29,19
2020-04-06T06:00:00,28,21
2020-04-06T07:00:00,26,23
2020-04-06T08:00:00,25,26
2020-04-06T09:00:00,24,29
2020-04-06T10:00:00,23,31
2020-04-06T11:00:00,21,32
2020-04-06T12:00:00,20,33
2020-04-06T13:00:00,18,35
2020-04-06T14:00:00,15,36
2020-04-06T15:00:00,13,37
2020-04-06T16:00:00,11,37
2020-04-06T17:00:00,10,37
2020-04-06T18:00:00,9,37
2020-04-06T19:00:00,9,36
2020-04-06T20:00:00,10,35
2020-04-06T21:00:00,11,34
2020-04-06T22:00:00,11,33
2020-04-06T23:00:00,11,33
2020-04-07T00:00:00,12,32
2020-04-07T01:00:00,12,31
2020-04-07T02:00:00,13,31
2020-04-07T03:00:00,13,30
2020-04-07T04:00:00,12,28
2020-04-07T05:00:00,12,27
2020-04-07T06:00:00,11,28
2020-04-07T07:00:00,12,29
2020-04-07T08:00:00,13,30
2020-04-07T09:00:00,15,31
2020-04-07T10:00:00,15,33
2020-04-07T11:00:00,16,36
2020-04-07T12:00:00,18,39
2020-04-07T13:00:00,18,42
2020-04-07T14:00:00,20,43
2020-04-07T15:00:00,21,43
2020-04-07T16:00:00,23,42
2020-04-07T17:00:00,25,39
2020-04-07T18:00:00,26,37
2020-04-07T19:00:00,28,33
2020-04-07T20:00:00,29,30
2020-04-07T21:00:00,30,25
2020-04-07T22:00:00,31,20
2020-04-07T23:00:00,32,17
2020-04-08T00:00:00,33,14
2020-04-08T01:00:00,34,13
2020-04-08T02:00:00,34,12
2020-04-08T03:00:00,35,11
2020-04-08T04:00:00,36,10
2020-04-08T05:00:00,36,10
2020-04-08T06:00:00,37,11
2020-04-08T07:00:00,37,13
2020-04-08T08:00:00,37,16
2020-04-08T09:00:00,37,18
2020-04-08T10:00:00,37,19
2020-04-08T11:00:00,37,22
2020-04-08T12:00:00,36,26
2020-04-08T13:00:00,35,30
2020-04-08T14:00:00,34,32
2020-04-08T15:00:00,33,33
2020-04-08T16:00:00,32,32
2020-04-08T17:00:00,30,32
2020-04-08T18:00:00,29,32
2020-04-08T19:00:00,28,33
2020-04-08T20:00:00,25,33
2020-04-08T21:00:00,24,32
2020-04-08T22:00:00,22,32
2020-04-08T23:00:00,20,32
2020-04-09T00:00:00,19,33
2020-04-09T01:00:00,19,34
2020-04-09T02:00:00,20,33
2020-04-09T03:00:00,19,32
2020-04-09T04:00:00,19,31
