datetime,AQI_PM2.5,Parameter_PM2.5,Unit_PM2.5,Value_PM2.5,Category_PM2.5,AQI_OZONE,Parameter_OZONE,Unit_OZONE,Value_OZONE,Category_OZONE
2019-06-17T02:00:00,50.0,PM2.5,UG/M3,11.9,1.0,,,,,
2019-06-17T03:00:00,36.0,PM2.5,UG/M3,8.6,1.0,18.0,OZONE,PPB,19.0,1.0
2019-06-17T04:00:00,30.0,PM2.5,UG/M3,7.2,1.0,17.0,OZONE,PPB,18.0,1.0
2019-06-17T05:00:00,30.0,PM2.5,UG/M3,7.2,1.0,17.0,OZONE,PPB,18.0,1.0
2019-06-17T06:00:00,32.0,PM2.5,UG/M3,7.7,1.0,17.0,OZONE,PPB,18.0,1.0
2019-06-17T07:00:00,28.0,PM2.5,UG/M3,6.8,1.0,19.0,OZONE,PPB,20.0,1.0
2019-06-17T08:00:00,29.0,PM2.5,UG/M3,6.9,1.0,19.0,OZONE,PPB,20.0,1.0
2019-06-17T09:00:00,29.0,PM2.5,UG/M3,6.9,1.0,19.0,OZONE,PPB,20.0,1.0
2019-06-17T10:00:00,28.0,PM2.5,UG/M3,6.8,1.0,20.0,OZONE,PPB,22.0,1.0
2019-06-17T11:00:00,28.0,PM2.5,UG/M3,6.8,1.0,21.0,OZONE,PPB,23.0,1.0
2019-06-17T12:00:00,29.0,PM2.5,UG/M3,7.0,1.0,23.0,OZONE,PPB,25.0,1.0
2019-06-17T13:00:00,30.0,PM2.5,UG/M3,7.1,1.0,25.0,OZONE,PPB,27.0,1.0
2019-06-17T14:00:00,29.0,PM2.5,UG/M3,7.0,1.0,26.0,OZONE,PPB,28.0,1.0
2019-06-17T15:00:00,29.0,PM2.5,UG/M3,6.9,1.0,26.0,OZONE,PPB,28.0,1.0
2019-06-17T16:00:00,29.0,PM2.5,UG/M3,7.0,1.0,26.0,OZONE,PPB,28.0,1.0
2019-06-17T17:00:00,30.0,PM2.5,UG/M3,7.2,1.0,27.0,OZONE,PPB,29.0,1.0
2019-06-17T18:00:00,31.0,PM2.5,UG/M3,7.5,1.0,27.0,OZONE,PPB,29.0,1.0
2019-06-17T19:00:00,33.0,PM2.5,UG/M3,7.8,1.0,27.0,OZONE,PPB,29.0,1.0
2019-06-17T20:00:00,35.0,PM2.5,UG/M3,8.3,1.0,27.0,OZONE,PPB,29.0,1.0
2019-06-17T21:00:00,35.0,PM2.5,UG/M3,8.4,1.0,26.0,OZONE,PPB,28.0,1.0
2019-06-17T22:00:00,35.0,PM2.5,UG/M3,8.4,1.0,25.0,OZONE,PPB,27.0,1.0
2019-06-17T23:00:00,35.0,PM2.5,UG/M3,8.5,1.0,26.0,OZONE,PPB,28.0,1.0
